sphrase ID	name	* noms français	ia	da	p	pia	pda	description
abctmca11	Tryker Melee Weapon Crafting 11		a	the				Lets you make Tryker melee weapons of quality 110
abctmca12	Tryker Melee Weapon Crafting 12		a	the				Lets you make Tryker melee weapons of quality 120
abctmca13	Tryker Melee Weapon Crafting 13		a	the				Lets you make Tryker melee weapons of quality 130
abctmca14	Tryker Melee Weapon Crafting 14		a	the				Lets you make Tryker melee weapons of quality 140
abctmca15	Tryker Melee Weapon Crafting 15		a	the				Lets you make Tryker melee weapons of quality 150
abctmca16	Tryker Melee Weapon Crafting 16		a	the				Lets you make Tryker melee weapons of quality 160
abctmca17	Tryker Melee Weapon Crafting 17		a	the				Lets you make Tryker melee weapons of quality 170
abctmca18	Tryker Melee Weapon Crafting 18		a	the				Lets you make Tryker melee weapons of quality 180
abctmca19	Tryker Melee Weapon Crafting 19		a	the				Lets you make Tryker melee weapons of quality 190
abctmca20	Tryker Melee Weapon Crafting 20		a	the				Lets you make Tryker melee weapons of quality 200
abctmca21	Tryker Melee Weapon Crafting 21		a	the				Lets you make Tryker melee weapons of quality 210
abctmca22	Tryker Melee Weapon Crafting 22		a	the				Lets you make Tryker melee weapons of quality 220
abctmca23	Tryker Melee Weapon Crafting 23		a	the				Lets you make Tryker melee weapons of quality 230
abctmca24	Tryker Melee Weapon Crafting 24		a	the				Lets you make Tryker melee weapons of quality 240
abctmca25	Tryker Melee Weapon Crafting 25		a	the				Lets you make Tryker melee weapons of quality 250
abctrca01	Tryker Range Weapon Crafting 1		a	the				Lets you make Tryker range weapons of quality 10
abctrca02	Tryker Range Weapon Crafting 2		a	the				Lets you make Tryker range weapons of quality 20
abctrca03	Tryker Range Weapon Crafting 3		a	the				Lets you make Tryker range weapons of quality 30
abctrca04	Tryker Range Weapon Crafting 4		a	the				Lets you make Tryker range weapons of quality 40
abctrca05	Tryker Range Weapon Crafting 5		a	the				Lets you make Tryker range weapons of quality 50
abctrca06	Tryker Range Weapon Crafting 6		a	the				Lets you make Tryker range weapons of quality 60
abctrca07	Tryker Range Weapon Crafting 7		a	the				Lets you make Tryker range weapons of quality 70
abctrca08	Tryker Range Weapon Crafting 8		a	the				Lets you make Tryker range weapons of quality 80
abctrca09	Tryker Range Weapon Crafting 9		a	the				Lets you make Tryker range weapons of quality 90
abctrca10	Tryker Range Weapon Crafting 10		a	the				Lets you make Tryker range weapons of quality 100
abctrca11	Tryker Range Weapon Crafting 11		a	the				Lets you make Tryker range weapons of quality 110
abctrca12	Tryker Range Weapon Crafting 12		a	the				Lets you make Tryker range weapons of quality 120
abctrca13	Tryker Range Weapon Crafting 13		a	the				Lets you make Tryker range weapons of quality 130
abctrca14	Tryker Range Weapon Crafting 14		a	the				Lets you make Tryker range weapons of quality 140
abctrca15	Tryker Range Weapon Crafting 15		a	the				Lets you make Tryker range weapons of quality 150
abctrca16	Tryker Range Weapon Crafting 16		a	the				Lets you make Tryker range weapons of quality 160
abctrca17	Tryker Range Weapon Crafting 17		a	the				Lets you make Tryker range weapons of quality 170
abctrca18	Tryker Range Weapon Crafting 18		a	the				Lets you make Tryker range weapons of quality 180
abctrca19	Tryker Range Weapon Crafting 19		a	the				Lets you make Tryker range weapons of quality 190
abctrca20	Tryker Range Weapon Crafting 20		a	the				Lets you make Tryker range weapons of quality 200
abctrca21	Tryker Range Weapon Crafting 21		a	the				Lets you make Tryker range weapons of quality 210
abctrca22	Tryker Range Weapon Crafting 22		a	the				Lets you make Tryker range weapons of quality 220
abctrca23	Tryker Range Weapon Crafting 23		a	the				Lets you make Tryker range weapons of quality 230
abctrca24	Tryker Range Weapon Crafting 24		a	the				Lets you make Tryker range weapons of quality 240
abctrca25	Tryker Range Weapon Crafting 25		a	the				Lets you make Tryker range weapons of quality 250
abctpca01	Tryker Ammo Crafting 1		a	the				Lets you make Tryker ammo of quality 10
abctpca02	Tryker Ammo Crafting 2		a	the				Lets you make Tryker ammo of quality 20
abctpca03	Tryker Ammo Crafting 3		a	the				Lets you make Tryker ammo of quality 30
abctpca04	Tryker Ammo Crafting 4		a	the				Lets you make Tryker ammo of quality 40
abctpca05	Tryker Ammo Crafting 5		a	the				Lets you make Tryker ammo of quality 50
abctpca06	Tryker Ammo Crafting 6		a	the				Lets you make Tryker ammo of quality 60
abctpca07	Tryker Ammo Crafting 7		a	the				Lets you make Tryker ammo of quality 70
abctpca08	Tryker Ammo Crafting 8		a	the				Lets you make Tryker ammo of quality 80
abctpca09	Tryker Ammo Crafting 9		a	the				Lets you make Tryker ammo of quality 90
abctpca10	Tryker Ammo Crafting 10		a	the				Lets you make Tryker ammo of quality 100
abctpca11	Tryker Ammo Crafting 11		a	the				Lets you make Tryker ammo of quality 110
abctpca12	Tryker Ammo Crafting 12		a	the				Lets you make Tryker ammo of quality 120
abctpca13	Tryker Ammo Crafting 13		a	the				Lets you make Tryker ammo of quality 130
abctpca14	Tryker Ammo Crafting 14		a	the				Lets you make Tryker ammo of quality 140
abctpca15	Tryker Ammo Crafting 15		a	the				Lets you make Tryker ammo of quality 150
abctpca16	Tryker Ammo Crafting 16		a	the				Lets you make Tryker ammo of quality 160
abctpca17	Tryker Ammo Crafting 17		a	the				Lets you make Tryker ammo of quality 170
abctpca18	Tryker Ammo Crafting 18		a	the				Lets you make Tryker ammo of quality 180
abctpca19	Tryker Ammo Crafting 19		a	the				Lets you make Tryker ammo of quality 190
abctpca20	Tryker Ammo Crafting 20		a	the				Lets you make Tryker ammo of quality 200
abctpca21	Tryker Ammo Crafting 21		a	the				Lets you make Tryker ammo of quality 210
abctpca22	Tryker Ammo Crafting 22		a	the				Lets you make Tryker ammo of quality 220
abctpca23	Tryker Ammo Crafting 23		a	the				Lets you make Tryker ammo of quality 230
abctpca24	Tryker Ammo Crafting 24		a	the				Lets you make Tryker ammo of quality 240
abctpca25	Tryker Ammo Crafting 25		a	the				Lets you make Tryker ammo of quality 250
abctsca01	Tryker Shield Crafting 1		a	the				Lets you make Tryker shields of quality 10
abctsca02	Tryker Shield Crafting 2		a	the				Lets you make Tryker shields of quality 20
abctsca03	Tryker Shield Crafting 3		a	the				Lets you make Tryker shields of quality 30
abctsca04	Tryker Shield Crafting 4		a	the				Lets you make Tryker shields of quality 40
abctsca05	Tryker Shield Crafting 5		a	the				Lets you make Tryker shields of quality 50
abctsca06	Tryker Shield Crafting 6		a	the				Lets you make Tryker shields of quality 60
abctsca07	Tryker Shield Crafting 7		a	the				Lets you make Tryker shields of quality 70
abctsca08	Tryker Shield Crafting 8		a	the				Lets you make Tryker shields of quality 80
abctsca09	Tryker Shield Crafting 9		a	the				Lets you make Tryker shields of quality 90
abctsca10	Tryker Shield Crafting 10		a	the				Lets you make Tryker shields of quality 100
abctsca11	Tryker Shield Crafting 11		a	the				Lets you make Tryker shields of quality 110
abctsca12	Tryker Shield Crafting 12		a	the				Lets you make Tryker shields of quality 120
abctsca13	Tryker Shield Crafting 13		a	the				Lets you make Tryker shields of quality 130
abctsca14	Tryker Shield Crafting 14		a	the				Lets you make Tryker shields of quality 140
abctsca15	Tryker Shield Crafting 15		a	the				Lets you make Tryker shields of quality 150
abctsca16	Tryker Shield Crafting 16		a	the				Lets you make Tryker shields of quality 160
abctsca17	Tryker Shield Crafting 17		a	the				Lets you make Tryker shields of quality 170
abctsca18	Tryker Shield Crafting 18		a	the				Lets you make Tryker shields of quality 180
abctsca19	Tryker Shield Crafting 19		a	the				Lets you make Tryker shields of quality 190
abctsca20	Tryker Shield Crafting 20		a	the				Lets you make Tryker shields of quality 200
abctsca21	Tryker Shield Crafting 21		a	the				Lets you make Tryker shields of quality 210
abctsca22	Tryker Shield Crafting 22		a	the				Lets you make Tryker shields of quality 220
abctsca23	Tryker Shield Crafting 23		a	the				Lets you make Tryker shields of quality 230
abctsca24	Tryker Shield Crafting 24		a	the				Lets you make Tryker shields of quality 240
abctsca25	Tryker Shield Crafting 25		a	the				Lets you make Tryker shields of quality 250
abctjca01	Tryker Jewel Crafting 1		a	the				Lets you make Tryker jewels of quality 10
abctjca02	Tryker Jewel Crafting 2		a	the				Lets you make Tryker jewels of quality 20
abctjca03	Tryker Jewel Crafting 3		a	the				Lets you make Tryker jewels of quality 30
abctjca04	Tryker Jewel Crafting 4		a	the				Lets you make Tryker jewels of quality 40
abctjca05	Tryker Jewel Crafting 5		a	the				Lets you make Tryker jewels of quality 50
abctjca06	Tryker Jewel Crafting 6		a	the				Lets you make Tryker jewels of quality 60
abctjca07	Tryker Jewel Crafting 7		a	the				Lets you make Tryker jewels of quality 70
abctjca08	Tryker Jewel Crafting 8		a	the				Lets you make Tryker jewels of quality 80
abctjca09	Tryker Jewel Crafting 9		a	the				Lets you make Tryker jewels of quality 90
abctjca10	Tryker Jewel Crafting 10		a	the				Lets you make Tryker jewels of quality 100
abctjca11	Tryker Jewel Crafting 11		a	the				Lets you make Tryker jewels of quality 110
abctjca12	Tryker Jewel Crafting 12		a	the				Lets you make Tryker jewels of quality 120
abctjca13	Tryker Jewel Crafting 13		a	the				Lets you make Tryker jewels of quality 130
abctjca14	Tryker Jewel Crafting 14		a	the				Lets you make Tryker jewels of quality 140
abctjca15	Tryker Jewel Crafting 15		a	the				Lets you make Tryker jewels of quality 150
abctjca16	Tryker Jewel Crafting 16		a	the				Lets you make Tryker jewels of quality 160
abctjca17	Tryker Jewel Crafting 17		a	the				Lets you make Tryker jewels of quality 170
abctjca18	Tryker Jewel Crafting 18		a	the				Lets you make Tryker jewels of quality 180
abctjca19	Tryker Jewel Crafting 19		a	the				Lets you make Tryker jewels of quality 190
abctjca20	Tryker Jewel Crafting 20		a	the				Lets you make Tryker jewels of quality 200
abctjca21	Tryker Jewel Crafting 21		a	the				Lets you make Tryker jewels of quality 210
abctjca22	Tryker Jewel Crafting 22		a	the				Lets you make Tryker jewels of quality 220
abctjca23	Tryker Jewel Crafting 23		a	the				Lets you make Tryker jewels of quality 230
abctjca24	Tryker Jewel Crafting 24		a	the				Lets you make Tryker jewels of quality 240
abctjca25	Tryker Jewel Crafting 25		a	the				Lets you make Tryker jewels of quality 250
abczaca01	Zoraï Armour Crafting 1		a	the				Lets you make Zoraï armor of quality 10
abczaca02	Zoraï Armour Crafting 2		a	the				Lets you make Zoraï armor of quality 20
abczaca03	Zoraï Armour Crafting 3		a	the				Lets you make Zoraï armor of quality 30
abczaca04	Zoraï Armour Crafting 4		a	the				Lets you make Zoraï armor of quality 40
abczaca05	Zoraï Armour Crafting 5		a	the				Lets you make Zoraï armor of quality 50
abczaca06	Zoraï Armour Crafting 6		a	the				Lets you make Zoraï armor of quality 60
abczaca07	Zoraï Armour Crafting 7		a	the				Lets you make Zoraï armor of quality 70
abczaca08	Zoraï Armour Crafting 8		a	the				Lets you make Zoraï armor of quality 80
abczaca09	Zoraï Armour Crafting 9		a	the				Lets you make Zoraï armor of quality 90
abczaca10	Zoraï Armour Crafting 10		a	the				Lets you make Zoraï armor of quality 100
abczaca11	Zoraï Armour Crafting 11		a	the				Lets you make Zoraï armor of quality 110
abczaca12	Zoraï Armour Crafting 12		a	the				Lets you make Zoraï armor of quality 120
abczaca13	Zoraï Armour Crafting 13		a	the				Lets you make Zoraï armor of quality 130
abczaca14	Zoraï Armour Crafting 14		a	the				Lets you make Zoraï armor of quality 140
abczaca15	Zoraï Armour Crafting 15		a	the				Lets you make Zoraï armor of quality 150
abczaca16	Zoraï Armour Crafting 16		a	the				Lets you make Zoraï armor of quality 160
abczaca17	Zoraï Armour Crafting 17		a	the				Lets you make Zoraï armor of quality 170
abczaca18	Zoraï Armour Crafting 18		a	the				Lets you make Zoraï armor of quality 180
abczaca19	Zoraï Armour Crafting 19		a	the				Lets you make Zoraï armor of quality 190
abczaca20	Zoraï Armour Crafting 20		a	the				Lets you make Zoraï armor of quality 200
abczaca21	Zoraï Armour Crafting 21		a	the				Lets you make Zoraï armor of quality 210
abczaca22	Zoraï Armour Crafting 22		a	the				Lets you make Zoraï armor of quality 220
abczaca23	Zoraï Armour Crafting 23		a	the				Lets you make Zoraï armor of quality 230
abczaca24	Zoraï Armour Crafting 24		a	the				Lets you make Zoraï armor of quality 240
abczaca25	Zoraï Armour Crafting 25		a	the				Lets you make Zoraï armor of quality 250
abczmca01	Zoraï Melee Weapon Crafting 1		a	the				Lets you make Zoraï melee weapons of quality 10
abczmca02	Zoraï Melee Weapon Crafting 2		a	the				Lets you make Zoraï melee weapons of quality 20
abczmca03	Zoraï Melee Weapon Crafting 3		a	the				Lets you make Zoraï melee weapons of quality 30
abczmca04	Zoraï Melee Weapon Crafting 4		a	the				Lets you make Zoraï melee weapons of quality 40
abczmca05	Zoraï Melee Weapon Crafting 5		a	the				Lets you make Zoraï melee weapons of quality 50
abczmca06	Zoraï Melee Weapon Crafting 6		a	the				Lets you make Zoraï melee weapons of quality 60
abczmca07	Zoraï Melee Weapon Crafting 7		a	the				Lets you make Zoraï melee weapons of quality 70
abczmca08	Zoraï Melee Weapon Crafting 8		a	the				Lets you make Zoraï melee weapons of quality 80
abczmca09	Zoraï Melee Weapon Crafting 9		a	the				Lets you make Zoraï melee weapons of quality 90
abczmca10	Zoraï Melee Weapon Crafting 10		a	the				Lets you make Zoraï melee weapons of quality 100
abczmca11	Zoraï Melee Weapon Crafting 11		a	the				Lets you make Zoraï melee weapons of quality 110
abczmca12	Zoraï Melee Weapon Crafting 12		a	the				Lets you make Zoraï melee weapons of quality 120
abczmca13	Zoraï Melee Weapon Crafting 13		a	the				Lets you make Zoraï melee weapons of quality 130
abczmca14	Zoraï Melee Weapon Crafting 14		a	the				Lets you make Zoraï melee weapons of quality 140
abczmca15	Zoraï Melee Weapon Crafting 15		a	the				Lets you make Zoraï melee weapons of quality 150
abczmca16	Zoraï Melee Weapon Crafting 16		a	the				Lets you make Zoraï melee weapons of quality 160
abczmca17	Zoraï Melee Weapon Crafting 17		a	the				Lets you make Zoraï melee weapons of quality 170
abczmca18	Zoraï Melee Weapon Crafting 18		a	the				Lets you make Zoraï melee weapons of quality 180
abczmca19	Zoraï Melee Weapon Crafting 19		a	the				Lets you make Zoraï melee weapons of quality 190
abczmca20	Zoraï Melee Weapon Crafting 20		a	the				Lets you make Zoraï melee weapons of quality 200
abczmca21	Zoraï Melee Weapon Crafting 21		a	the				Lets you make Zoraï melee weapons of quality 210
abczmca22	Zoraï Melee Weapon Crafting 22		a	the				Lets you make Zoraï melee weapons of quality 220
abczmca23	Zoraï Melee Weapon Crafting 23		a	the				Lets you make Zoraï melee weapons of quality 230
abczmca24	Zoraï Melee Weapon Crafting 24		a	the				Lets you make Zoraï melee weapons of quality 240
abczmca25	Zoraï Melee Weapon Crafting 25		a	the				Lets you make Zoraï melee weapons of quality 250
abczrca01	Zoraï Range Weapon Crafting 1		a	the				Lets you make Zoraï range weapons of quality 10
abczrca02	Zoraï Range Weapon Crafting 2		a	the				Lets you make Zoraï range weapons of quality 20
abczrca03	Zoraï Range Weapon Crafting 3		a	the				Lets you make Zoraï range weapons of quality 30
abczrca04	Zoraï Range Weapon Crafting 4		a	the				Lets you make Zoraï range weapons of quality 40
abczrca05	Zoraï Range Weapon Crafting 5		a	the				Lets you make Zoraï range weapons of quality 50
abczrca06	Zoraï Range Weapon Crafting 6		a	the				Lets you make Zoraï range weapons of quality 60
abczrca07	Zoraï Range Weapon Crafting 7		a	the				Lets you make Zoraï range weapons of quality 70
abczrca08	Zoraï Range Weapon Crafting 8		a	the				Lets you make Zoraï range weapons of quality 80
abczrca09	Zoraï Range Weapon Crafting 9		a	the				Lets you make Zoraï range weapons of quality 90
abczrca10	Zoraï Range Weapon Crafting 10		a	the				Lets you make Zoraï range weapons of quality 100
