*HASH_VALUE	sbrick ID	name	* noms français	description	description2
_59D34F5C6186BF8B	bcfmca07	Оружие файросов 7		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 7 - качество: $cr_recommended
_59E34F5CA286BF8C	bcfmca08	Оружие файросов 8		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 8 - качество: $cr_recommended
_59F34F5CE286BF8D	bcfmca09	Оружие файросов 9		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 9 - качество: $cr_recommended
_015185EC47A5EAB5	bcfmca10	Оружие файросов 10		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 10 - качество: $cr_recommended
_015185EC87A5EEB6	bcfmca11	Оружие файросов 11		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 11 - качество: $cr_recommended
_015185ECC7A5F2B7	bcfmca12	Оружие файросов 12		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 12 - качество: $cr_recommended
_015185EC07A5F6B8	bcfmca13	Оружие файросов 13		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 13 - качество: $cr_recommended
_015185EC48A5FAB9	bcfmca14	Оружие файросов 14		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 14 - качество: $cr_recommended
_015185EC88A5FEBA	bcfmca15	Оружие файросов 15		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 15 - качество: $cr_recommended
_015185ECC8A502BB	bcfmca16	Оружие файросов 16		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 16 - качество: $cr_recommended
_015185EC08A506BC	bcfmca17	Оружие файросов 17		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 17 - качество: $cr_recommended
_015185EC49A50ABD	bcfmca18	Оружие файросов 18		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 18 - качество: $cr_recommended
_015185EC89A50EBE	bcfmca19	Оружие файросов 19		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 19 - качество: $cr_recommended
_415185EC47B5EAB6	bcfmca20	Оружие файросов 20		Позволяет изготовить оружие ближнего боя файросов $cr_recommended качества.	Оружие файросов 20 - качество: $cr_recommended
