*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_D9AB6D11409E2F74	abcmjca03	Fabricación de Joyas Matis 3		una	la				Te permite fabricar joyas Matis de calidad 30.		
_D9AB711240AE2F74	abcmjca04	Fabricación de Joyas Matis 4		una	la				Te permite fabricar joyas Matis de calidad 40.		
_D9AB751340BE2F74	abcmjca05	Fabricación de Joyas Matis 5		una	la				Te permite fabricar joyas Matis de calidad 50.		
_D9AB791440CE2F74	abcmjca06	Fabricación de Joyas Matis 6		una	la				Te permite fabricar joyas Matis de calidad 60.		
_D9AB7D1540DE2F74	abcmjca07	Fabricación de Joyas Matis 7		una	la				Te permite fabricar joyas Matis de calidad 70.		
_D9AB811640EE2F74	abcmjca08	Fabricación de Joyas Matis 8		una	la				Te permite fabricar joyas Matis de calidad 80.		
_D9AB851740FE2F74	abcmjca09	Fabricación de Joyas Matis 9		una	la				Te permite fabricar joyas Matis de calidad 90.		
_FE29378BF87E5437	abcmjca10	Fabricación de Joyas Matis 10		una	la				Te permite fabricar joyas Matis de calidad 100.		
_3E29378C387E5437	abcmjca11	Fabricación de Joyas Matis 11		una	la				Te permite fabricar joyas Matis de calidad 110.		
_7E29378D787E5437	abcmjca12	Fabricación de Joyas Matis 12		una	la				Te permite fabricar joyas Matis de calidad 120.		
_BE29378EB87E5437	abcmjca13	Fabricación de Joyas Matis 13		una	la				Te permite fabricar joyas Matis de calidad 130.		
_FF29378FF97E5437	abcmjca14	Fabricación de Joyas Matis 14		una	la				Te permite fabricar joyas Matis de calidad 140.		
_3F293790397E5437	abcmjca15	Fabricación de Joyas Matis 15		una	la				Te permite fabricar joyas Matis de calidad 150.		
_7F293791797E5437	abcmjca16	Fabricación de Joyas Matis 16		una	la				Te permite fabricar joyas Matis de calidad 160.		
_BF293792B97E5437	abcmjca17	Fabricación de Joyas Matis 17		una	la				Te permite fabricar joyas Matis de calidad 170.		
_00293793FA7E5437	abcmjca18	Fabricación de Joyas Matis 18		una	la				Te permite fabricar joyas Matis de calidad 180.		
_402937943A7E5437	abcmjca19	Fabricación de Joyas Matis 19		una	la				Te permite fabricar joyas Matis de calidad 190.		
_FE39378B388E5437	abcmjca20	Fabricación de Joyas Matis 20		una	la				Te permite fabricar joyas Matis de calidad 200.		
_3E39378C788E5437	abcmjca21	Fabricación de Joyas Matis 21		una	la				Te permite fabricar joyas Matis de calidad 210.		
_7E39378DB88E5437	abcmjca22	Fabricación de Joyas Matis 22		una	la				Te permite fabricar joyas Matis de calidad 220.		
_BE39378EF88E5437	abcmjca23	Fabricación de Joyas Matis 23		una	la				Te permite fabricar joyas Matis de calidad 230.		
_FF39378F398E5437	abcmjca24	Fabricación de Joyas Matis 24		una	la				Te permite fabricar joyas Matis de calidad 240.		
_3F393790798E5437	abcmjca25	Fabricación de Joyas Matis 25		una	la				Te permite fabricar joyas Matis de calidad 250.		
_C193C0A91C847C08	abctaca01	Fabricación de Armadura Tryker 1		una	la				Te permite fabricar armadura Tryker de calidad 10.		
_0193C0AB1C847C08	abctaca02	Fabricación de Armadura Tryker 2		una	la				Te permite fabricar armadura Tryker de calidad 20.		
_4193C0AD1C847C08	abctaca03	Fabricación de Armadura Tryker 3		una	la				Te permite fabricar armadura Tryker de calidad 30.		
_8293C0AF1C847C08	abctaca04	Fabricación de Armadura Tryker 4		una	la				Te permite fabricar armadura Tryker de calidad 40.		
_C293C0B11C847C08	abctaca05	Fabricación de Armadura Tryker 5		una	la				Te permite fabricar armadura Tryker de calidad 50.		
_0293C0B31C847C08	abctaca06	Fabricación de Armadura Tryker 6		una	la				Te permite fabricar armadura Tryker de calidad 60.		
_4293C0B51C847C08	abctaca07	Fabricación de Armadura Tryker 7		una	la				Te permite fabricar armadura Tryker de calidad 70.		
_8393C0B71C847C08	abctaca08	Fabricación de Armadura Tryker 8		una	la				Te permite fabricar armadura Tryker de calidad 80.		
_C393C0B91C847C08	abctaca09	Fabricación de Armadura Tryker 9		una	la 				Te permite fabricar armadura Tryker de calidad 90.		
_5E06B938712121E9	abctaca10	Fabricación de Armadura Tryker 10		una	la				Te permite fabricar armadura Tryker de calidad 100.		
_5E06BD39712125E9	abctaca11	Fabricación de Armadura Tryker 11		una	la				Te permite fabricar armadura Tryker de calidad 110.		
_5E06C13A712129E9	abctaca12	Fabricación de Armadura Tryker 12		una	la				Te permite fabricar armadura Tryker de calidad 120.		
_5E06C53B71212DE9	abctaca13	Fabricación de Armadura Tryker 13		una	la				Te permite fabricar armadura Tryker de calidad 130.		
_5E06C93C712131E9	abctaca14	Fabricación de Armadura Tryker 14		una	la				Te permite fabricar armadura Tryker de calidad 140.		
_5E06CD3D712135E9	abctaca15	Fabricación de Armadura Tryker 15		una	la				Te permite fabricar armadura Tryker de calidad 150.		
_5E06D13E712139E9	abctaca16	Fabricación de Armadura Tryker 16		una	la				Te permite fabricar armadura Tryker de calidad 160.		
_5E06D53F71213DE9	abctaca17	Fabricación de Armadura Tryker 17		una	la				Te permite fabricar armadura Tryker de calidad 170.		
_5E06D940712141E9	abctaca18	Fabricación de Armadura Tryker 18		una	la				Te permite fabricar armadura Tryker de calidad 180.		
_5E06DD41712145E9	abctaca19	Fabricación de Armadura Tryker 19		una	la				Te permite fabricar armadura Tryker de calidad 190.		
_5E06B939B12121EA	abctaca20	Fabricación de Armadura Tryker 20		una	la				Te permite fabricar armadura Tryker de calidad 200.		
_5E06BD3AB12125EA	abctaca21	Fabricación de Armadura Tryker 21		una	la				Te permite fabricar armadura Tryker de calidad 210.		
_5E06C13BB12129EA	abctaca22	Fabricación de Armadura Tryker 22		una	la				Te permite fabricar armadura Tryker de calidad 220.		
_5E06C53CB1212DEA	abctaca23	Fabricación de Armadura Tryker 23		una	la				Te permite fabricar armadura Tryker de calidad 230.		
_5E06C93DB12131EA	abctaca24	Fabricación de Armadura Tryker 24		una	la				Te permite fabricar armadura Tryker de calidad 240.		
_5E06CD3EB12135EA	abctaca25	Fabricación de Armadura Tryker 25		una	la				Te permite fabricar armadura Tryker de calidad 250.		
_CF998FC1D6B4BF45	abctmca01	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 1		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 10.		
_CF9993C2D6C4BF45	abctmca02	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 2		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 20.		
_CF9997C3D6D4BF45	abctmca03	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 3		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 30.		
_CF999BC4D6E4BF45	abctmca04	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 4		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 40.		
_CF999FC5D6F4BF45	abctmca05	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 5		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 50.		
_CF99A3C6D604BF45	abctmca06	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 6		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 60.		
_CF99A7C7D614BF45	abctmca07	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 7		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 70.		
_CF99ABC8D624BF45	abctmca08	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 8		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 80.		
_CF99AFC9D634BF45	abctmca09	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 9		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 90.		
_BBF771EF3839390D	abctmca10	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 10		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 100.		
_FBF771F07839390D	abctmca11	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 11		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 110.		
_3BF771F1B839390D	abctmca12	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 12		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 120.		
_7BF771F2F839390D	abctmca13	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 13		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 130.		
_BCF771F33939390D	abctmca14	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 14		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 140.		
_FCF771F47939390D	abctmca15	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 15		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 150.		
_3CF771F5B939390D	abctmca16	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 16		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 160.		
_7CF771F6F939390D	abctmca17	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 17		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 170.		
_BDF771F73A39390D	abctmca18	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 18		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 180.		
_FDF771F87A39390D	abctmca19	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 19		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 190.		
_BB0771EF7849390D	abctmca20	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 20		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 200.		
_FB0771F0B849390D	abctmca21	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 21		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 210.		
_3B0771F1F849390D	abctmca22	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 22		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 220.		
_7B0771F23849390D	abctmca23	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 23		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 230.		
_BC0771F37949390D	abctmca24	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 24		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 240.		
_FC0771F4B949390D	abctmca25	Fabricación de Arma de Lucha Cuerpo a Cuerpo Tryker 25		una	la				Te permite fabricar armas de lucha cuerpo a cuerpo Tryker de calidad 250.		
_CFD96FCBD6B4BF4A	abctrca01	Fabricación de Arma de Alcance Tryker 1		una	la 				Te permite fabricar armas de alcance Tryker de calidad 10.		
_CFD973CCD6C4BF4A	abctrca02	Fabricación de Arma de Alcance Tryker 2		una	la				Te permite fabricar armas de alcance Tryker de calidad 20.		
_CFD977CDD6D4BF4A	abctrca03	Fabricación de Arma de Alcance Tryker 3		una	la				Te permite fabricar armas de alcance Tryker de calidad 30.		
_CFD97BCED6E4BF4A	abctrca04	Fabricación de Arma de Alcance Tryker 4		una	la 				Te permite fabricar armas de alcance Tryker de calidad 40.		
_CFD97FCFD6F4BF4A	abctrca05	Fabricación de Arma de Alcance Tryker 5		una	la 				Te permite fabricar armas de alcance Tryker de calidad 50.		
_CFD983D0D604BF4A	abctrca06	Fabricación de Arma de Alcance Tryker 6		una	la				Te permite fabricar armas de alcance Tryker de calidad 60.		
_CFD987D1D614BF4A	abctrca07	Fabricación de Arma de Alcance Tryker 7		una	la 				Te permite fabricar armas de alcance Tryker de calidad 70.		
_CFD98BD2D624BF4A	abctrca08	Fabricación de Arma de Alcance Tryker 8		una	la				Te permite fabricar armas de alcance Tryker de calidad 80.		
_CFD98FD3D634BF4A	abctrca09	Fabricación de Arma de Alcance Tryker 9		una	la				Te permite fabricar armas de alcance Tryker de calidad 90.		
_BBD775F438393914	abctrca10	Fabricación de Arma de Alcance Tryker 10		una	la				Te permite fabricar armas de alcance Tryker de calidad 100.		
_FBD775F578393914	abctrca11	Fabricación de Arma de Alcance Tryker 11		una	la				Te permite fabricar armas de alcance Tryker de calidad 110.		
_3BD775F6B8393914	abctrca12	Fabricación de Arma de Alcance Tryker 12		una	la				Te permite fabricar armas de alcance Tryker de calidad 120.		
_7BD775F7F8393914	abctrca13	Fabricación de Arma de Alcance Tryker 13		una	la				Te permite fabricar armas de alcance Tryker de calidad 130.		
_BCD775F839393914	abctrca14	Fabricación de Arma de Alcance Tryker 14		una	la				Te permite fabricar armas de alcance Tryker de calidad 140.		
_FCD775F979393914	abctrca15	Fabricación de Arma de Alcance Tryker 15		una	la				Te permite fabricar armas de alcance Tryker de calidad 150.		
_3CD775FAB9393914	abctrca16	Fabricación de Arma de Alcance Tryker 16		una	la				Te permite fabricar armas de alcance Tryker de calidad 160.		
_7CD775FBF9393914	abctrca17	Fabricación de Arma de Alcance Tryker 17		una	la				Te permite fabricar armas de alcance Tryker de calidad 170.		
_BDD775FC3A393914	abctrca18	Fabricación de Arma de Alcance Tryker 18		una	la				Te permite fabricar armas de alcance Tryker de calidad 180.		
_FDD775FD7A393914	abctrca19	Fabricación de Arma de Alcance Tryker 19		una	la				Te permite fabricar armas de alcance Tryker de calidad 190.		
_BBE775F478493914	abctrca20	Fabricación de Arma de Alcance Tryker 20		una	la				Te permite fabricar armas de alcance Tryker de calidad 200.		
_FBE775F5B8493914	abctrca21	Fabricación de Arma de Alcance Tryker 21		una	la				Te permite fabricar armas de alcance Tryker de calidad 210.		
_3BE775F6F8493914	abctrca22	Fabricación de Arma de Alcance Tryker 22		una	la				Te permite fabricar armas de alcance Tryker de calidad 220.		
_7BE775F738493914	abctrca23	Fabricación de Arma de Alcance Tryker 23		una	la				Te permite fabricar armas de alcance Tryker de calidad 230.		
_BCE775F879493914	abctrca24	Fabricación de Arma de Alcance Tryker 24		una	la				Te permite fabricar armas de alcance Tryker de calidad 240.		
_FCE775F9B9493914	abctrca25	Fabricación de Arma de Alcance Tryker 25		una	la				Te permite fabricar armas de alcance Fyros de calidad 250.		
_608959493D882828	abctpca01	Fabricación de Munición Tryker 1		una	la				Te permite fabricar municiones Tryker de calidad 10.		
_6089594B3D982828	abctpca02	Fabricación de Munición Tryker 2		una	la				Te permite fabricar municiones Tryker de calidad 20.		
_6089594D3DA82828	abctpca03	Fabricación de Munición Tryker 3		una	la				Te permite fabricar municiones Tryker de calidad 30.		
_6089594F3DB82828	abctpca04	Fabricación de Munición Tryker 4		una	la				Te permite fabricar municiones Tryker de calidad 40.		
_608959513DC82828	abctpca05	Fabricación de Munición Tryker 5		una	la 				Te permite fabricar municiones Tryker de calidad 50.		
_608959533DD82828	abctpca06	Fabricación de Munición Tryker 6		una	la				Te permite fabricar municiones Tryker de calidad 60.		
_608959553DE82828	abctpca07	Fabricación de Munición Tryker 7		una	la				Te permite fabricar municiones Tryker de calidad 70.		
_608959573DF82828	abctpca08	Fabricación de Munición Tryker 8		una	la				Te permite fabricar municiones Tryker de calidad 80.		
_608959593D082828	abctpca09	Fabricación de Munición Tryker 9		una	la				Te permite fabricar municiones Tryker de calidad 90.		
_02BAA47E0167CB22	abctpca10	Fabricación de Munición Tryker 10		una	la				Te permite fabricar municiones Tryker de calidad 100.		
_02CAA47F4167CB22	abctpca11	Fabricación de Munición Tryker 11		una	la				Te permite fabricar municiones Tryker de calidad 110.		
_02DAA4808167CB22	abctpca12	Fabricación de Munición Tryker 12		una	la				Te permite fabricar municiones Tryker de calidad 120.		
_02EAA481C167CB22	abctpca13	Fabricación de Munición Tryker 13		una	la				Te permite fabricar municiones Tryker de calidad 130.		
_02FAA4820267CB22	abctpca14	Fabricación de Munición Tryker 14		una	la				Te permite fabricar municiones Tryker de calidad 140.		
_020AA4834267CB22	abctpca15	Fabricación de Munición Tryker 15		una	la				Te permite fabricar municiones Tryker de calidad 150.		
_021AA4848267CB22	abctpca16	Fabricación de Munición Tryker 16		una	la				Te permite fabricar municiones Tryker de calidad 160.		
_022AA485C267CB22	abctpca17	Fabricación de Munición Tryker 17		una	la				Te permite fabricar municiones Tryker de calidad 170.		
_023AA4860367CB22	abctpca18	Fabricación de Munición Tryker 18		una	la				Te permite fabricar municiones Tryker de calidad 180.		
_024AA4874367CB22	abctpca19	Fabricación de Munición Tryker 19		una	la				Te permite fabricar municiones Tryker de calidad 190.		
_02BAA87E4177CB22	abctpca20	Fabricación de Munición Tryker 20		una	la				Te permite fabricar municiones Tryker de calidad 200.		
_02CAA87F8177CB22	abctpca21	Fabricación de Munición Tryker 21		una	la				Te permite fabricar municiones Tryker de calidad 210.		
_02DAA880C177CB22	abctpca22	Fabricación de Munición Tryker 22		una	la				Te permite fabricar municiones Tryker de calidad 220.		
_02EAA8810177CB22	abctpca23	Fabricación de Munición Tryker 23		una	la				Te permite fabricar municiones Tryker de calidad 230.		
_02FAA8824277CB22	abctpca24	Fabricación de Munición Tryker 224		una	la				Te permite fabricar municiones Tryker de calidad 240.		
_020AA8838277CB22	abctpca25	Fabricación de Munición Tryker 250		una	la				Te permite fabricar municiones Tryker de calidad 250.		
_0CAD3FB72BB720A8	abctsca01	Fabricación de Escudo Tryker 1		una	la				Te permite fabricar escudos Tryker de calidad 10.		
_0CAD3FB92BB724A8	abctsca02	Fabricación de Escudo Tryker 2		una	la				Te permite fabricar escudos Tryker de calidad 20.		
_0CAD3FBB2BB728A8	abctsca03	Fabricación de Escudo Tryker 3		una	la				Te permite fabricar escudos Tryker de calidad 30.		
_0CAD3FBD2BB72CA8	abctsca04	Fabricación de Escudo Tryker 4		una	la				Te permite fabricar escudos Tryker de calidad 40.		
_0CAD3FBF2BB730A8	abctsca05	Fabricación de Escudo Tryker 5		una	la				Te permite fabricar escudos Tryker de calidad 50.		
_0CAD3FC12BB734A8	abctsca06	Fabricación de Escudo Tryker 6		una	la 				Te permite fabricar escudos Tryker de calidad 60.		
_0CAD3FC32BB738A8	abctsca07	Fabricación de Escudo Tryker 7		una	la				Te permite fabricar escudos Tryker de calidad 70.		
_0CAD3FC52BB73CA8	abctsca08	Fabricación de Escudo Tryker 8		una	la				Te permite fabricar escudos Tyrker de calidad 80.		
_0CAD3FC72BB740A8	abctsca09	Fabricación de Escudo Tryker 9		una	la				Te permite fabricar escudos Tyrker de calidad 90.		
_486181B63E924425	abctsca10	Fabricación de Escudo Tryker 10		una	la				Te permite fabricar escudos Tryker de calidad 100.		
_486185B77E924425	abctsca11	Fabricación de Escudo Tryker 11		una	la				Te permite fabricar escudos Tryker de calidad 110.		
_486189B8BE924425	abctsca12	Fabricación de Escudo Tryker 12		una	la 				Te permite fabricar escudos Tyrker de calidad 120.		
_48618DB9FE924425	abctsca13	Fabricación de Escudo Tryker 13		una	la				Te permite fabricar escudos Tryker de calidad 130.		
_486191BA3F924425	abctsca14	Fabricación de Escudo Tryker 14		una	la				Te permite fabricar escudos Tryker de calidad 140.		
