*HASH_VALUE	skill ID	name	named	ia	da	p	pd	pia	pda	description
_88910F507D1DA21D	SCR1BEM	Meister in der Bogenpistolenherstellung	Meister in der Bogenpistolenherstellung	ein	der	Meister in der Bogenpistolenherstellung	Meister in der Bogenpistolenherstellung	\d	die	Meisterliche Bogenpistolen-Herstellung
_3E2B7A7F91E859F0	SCR1PEM	Meister in der Pistolenherstellung	Meister in der Pistolenherstellung	ein	der	Meister in der Pistolenherstellung	Meister in der Pistolenherstellung	\d	die	Meisterliche Pistolen-Herstellung
_98CFC45BF682F2BE	SCR2AEM	Meister in der Automatikgewehr-Herstellung	Meister in der Automatikgewehr-Herstellung	ein	der	Meister in der Automatikgewehr-Herstellung	Meister in der Automatikgewehr-Herstellung	\d	die	Meisterliche Automatikgewehr-Herstellung
_C75DA69E36B1B92E	SCR2BEM	Meister in der Bogengewehr-Herstellung	Meister in der Bogengewehr-Herstellung	ein	der	Meister in der Bogengewehr-Herstellung	Meister in der Bogengewehr-Herstellung	\d	die	Meisterliche Bogengewehr-Herstellung
_03BDB291B411053C	SCR2LEM	Meister in der Raketenwerfer-Herstellung	Meister in der Raketenwerfer-Herstellung	ein	der	Meister in der Raketenwerfer-Herstellung	Meister in der Raketenwerfer-Herstellung	\d	die	Meisterliche Raketenwerfer-Herstellung
_E8CE0EC6D06DAC40	SCR2REM	Meister in der Gewehrherstellung	Meister in der Gewehrherstellung	ein	der	Meister in der Gewehrherstellung	Meister in der Gewehrherstellung	\d	die	Meisterliche Gewehr-Herstellung
_2562F2A1E5A6ECCE	SCMC	Magieverstärker-Herstellung	Magieverstärker-Herstellung	eine	die	Magieverstärker-Herstellungen	Magieverstärker-Herstellungen	\d	die	Magieverstärker-Herstellung
_80C9965548175036	SCMCA	Fortgeschrittener in Magieverstärker-Herstellung	Fortgeschrittener in Magieverstärker-Herstellung	ein	der	Fortgeschrittene in Magieverstärker-Herstellung	Fortgeschrittenen in Magieverstärker-Herstellung	\d	die	fortgeschrittene Zauberverstärker-Herstellung
_7CF7AC665E6FB8A3	SCMCAE	Experte in Magieverstärker-Herstellung	Experte in Magieverstärker-Herstellung	ein	der	Experten in Magieverstärker-Herstellung	Experten in Magieverstärker-Herstellung	\d	die	Fachmännische Zauberverstärker-Herstellung
_5FDB6AB40ED68708	SCMCAEM	Meister Magieverstärker-Herstellung	Meister Magieverstärker-Herstellung	ein	der	Meister Magieverstärker-Herstellung	Meister in Magieverstärker-Herstellung	\d	die	Meisterliche Zauberverstärker-Herstellung
