*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_645A020B5FEFC47A	bctpea06	Tryker-Handwerksplan schneidende Bogengewehr-Munition	Tryker-Handwerksplan schneidende Bogengewehr-Munition		ein	der	Tryker-Handwerkspläne schneidende Bogengewehr-Munition	Tryker-Handwerkspläne schneidende Bogengewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für  schneidende Tryker-Bogengewehr-Munition Flunker		
_60D8FAEFE4A18C7E	bctpea10	Tryker-Handwerksplan zertrümmernde Raketenwerfer-Munition	Tryker-Handwerksplan zertrümmernde Raketenwerfer-Munition		ein	der	Tryker-Handwerkspläne zertrümmernde Raketenwerfer-Munition	Tryker-Handwerkspläne zertrümmernde Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Tryker-Raketenwerfer-Munition Dommer		
_E058DAE924A18C74	bctpea11	Tryker-Handwerksplan durchbohrende Raketenwerfer-Munition	Tryker-Handwerksplan durchbohrende Raketenwerfer-Munition		ein	der	Tryker-Handwerkspläne durchbohrende Raketenwerfer-Munition	Tryker-Handwerkspläne durchbohrende Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Tryker-Raketenwerfer-Munition Doomer		
_60D8F2EF64A18C7E	bctpea12	Tryker-Handwerksplan schneidende Raketenwerfer-Munition	Tryker-Handwerksplan schneidende Raketenwerfer-Munition		ein	der	Tryker-Handwerkspläne schneidende Raketenwerfer-Munition	Tryker-Handwerkspläne schneidende Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für  schneidende Tryker-Raketenwerfer-Munition Doomer		
_68AB470969070C37	bctpea19	Tryker-Handwerksplan zertrümmernde Gewehr-Munition	Tryker-Handwerksplan zertrümmernde Gewehr-Munition		ein	der	Tryker-Handwerkspläne zertrümmernde Gewehr-Munition	Tryker-Handwerkspläne zertrümmernde Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für  zertrümmernde Tryker-Gewehr-Munition Boomer		
_677B33082887FC3B	bctpea20	Tryker-Handwerksplan durchbohrende Gewehr-Munition	Tryker-Handwerksplan durchbohrende Gewehr-Munition		ein	der	Tryker-Handwerkspläne durchbohrende Gewehr-Munition	Tryker-Handwerkspläne durchbohrende Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für  durchbohrende Tryker-Gewehr-Munition Boomer		
_28AB470967070C37	bctpea21	Tryker-Handwerksplan schneidende Gewehr-Munition	Tryker-Handwerksplan schneidende Gewehr-Munition		ein	der	Tryker-Handwerkspläne schneidende Gewehr-Munition	Tryker-Handwerkspläne schneidende Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für  schneidende Tryker-Gewehr-Munition Boomer		
_64B8BA272C254AAA	bczpea13	Zoraï-Handwerksplan zertrümmernde Bogenpistolen-Munition	Zoraï-Handwerksplan zertrümmernde Bogenpistolen-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Bogenpistolen-Munition	Zoraï-Handwerkspläne zertrümmernde Bogenpistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Bogenpistolen-Munition Zin-kan		
_E4389A216D254AA0	bczpea14	Zoraï-Handwerksplan durchbohrende Bogenpistolen-Munition	Zoraï-Handwerksplan durchbohrende Bogenpistolen-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Bogenpistolen-Munition	Zoraï-Handwerkspläne durchbohrende Bogenpistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Bogenpistolen-Munition Zin-kan		
_64B8B227AD254AAA	bczpea15	Zoraï-Handwerksplan schneidende Bogenpistolen-Munition	Zoraï-Handwerksplan schneidende Bogenpistolen-Munition		ein	der	Zoraï-Handwerkspläne schneidende Bogenpistolen-Munition	Zoraï-Handwerkspläne schneidende Bogenpistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Bogenpistolen-Munition Zin-kan		
_1DC574A3C385C136	bczpea07	Zoraï-Handwerksplan zertrümmernde Granaten	Zoraï-Handwerksplan zertrümmernde Granaten		ein	der	Zoraï-Handwerkspläne zertrümmernde Granaten	Zoraï-Handwerkspläne zertrümmernde Granaten		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Granaten		
_1D7570A2C395B133	bczpea08	Zoraï-Handwerksplan durchbohrende Granaten	Zoraï-Handwerksplan durchbohrende Granaten		ein	der	Zoraï-Handwerkspläne durchbohrende Granaten	Zoraï-Handwerkspläne durchbohrende Granaten		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Granaten		
_1DC574A30485BD36	bczpea09	Zoraï-Handwerksplan schneidende Granaten	Zoraï-Handwerksplan schneidende Granaten		ein	der	Zoraï-Handwerkspläne schneidende Granaten	Zoraï-Handwerkspläne schneidende Granaten		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Granaten		
_BCA69D166CBA03B8	bczpea16	Zoraï-Handwerksplan zertrümmernde Pistolen-Munition	Zoraï-Handwerksplan zertrümmernde Pistolen-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Pistolen-Munition	Zoraï-Handwerkspläne zertrümmernde Pistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Pistolen-Munition Tchaїs		
_BB768915AD2AF3BC	bczpea17	Zoraï-Handwerksplan durchbohrende Pistolen-Munition	Zoraï-Handwerksplan durchbohrende Pistolen-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Pistolen-Munition	Zoraï-Handwerkspläne durchbohrende Pistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Pistolen-Munition Tchaїs		
_7CA69D16EDAA03B8	bczpea18	Zoraï-Handwerksplan schneidende Pistolen-Munition	Zoraï-Handwerksplan schneidende Pistolen-Munition		ein	der	Zoraï-Handwerkspläne schneidende Pistolen-Munition	Zoraï-Handwerkspläne schneidende Pistolen-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Pistolen-Munition Tchaїs		
_D4DF7699769ABC43	bczpea01	Zoraï-Handwerksplan zertrümmernde Automatikgewehr-Munition	Zoraï-Handwerksplan zertrümmernde Automatikgewehr-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Automatikgewehr-Munition	Zoraï-Handwerkspläne zertrümmernde Automatikgewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Aumatikgewehr-Munition Mo-ka		
_148F729D735ACC3F	bczpea02	Zoraï-Handwerksplan durchbohrende Automatikgewehr-Munition	Zoraï-Handwerksplan durchbohrende Automatikgewehr-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Automatikgewehr-Munition	Zoraï-Handwerkspläne durchbohrende Automatikgewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Automatikgewehr-Munition Mo-ka		
_D4DF7699B69ABC42	bczpea03	Zoraï-Handwerksplan schneidende Automatikgewehr-Munition	Zoraï-Handwerksplan schneidende Automatikgewehr-Munition		ein	der	Zoraï-Handwerkspläne schneidende Automatikgewehr-Munition	Zoraï-Handwerkspläne schneidende Automatikgewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Automatikgewehr-Munition Mo-ka		
_25446A9EB048525B	bczpea04	Zoraï-Handwerksplan zertrümmernde Bogengewehr-Munition	Zoraï-Handwerksplan zertrümmernde Bogengewehr-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Bogengewehr-Munition	Zoraï-Handwerkspläne zertrümmernde Bogengewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Bogengewehr-Munition Ma-kam		
_E3E4769E2F18525B	bczpea05	Zoraï-Handwerksplan durchbohrende Bogengewehr-Munition	Zoraï-Handwerksplan durchbohrende Bogengewehr-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Bogengewehr-Munition	Zoraï-Handwerkspläne durchbohrende Bogengewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Bogengewehr-Munition Ma-kam		
_25446A9DF048525B	bczpea06	Zoraï-Handwerksplan schneidende Bogengewehr-Munition	Zoraï-Handwerksplan schneidende Bogengewehr-Munition		ein	der	Zoraï-Handwerkspläne schneidende Bogengewehr-Munition	Zoraï-Handwerkspläne schneidende Bogengewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Bogengewehr-Munition Ma-kam		
_E4044298AC18AE61	bczpea10	Zoraï-Handwerksplan zertrümmernde Raketenwerfer-Munition	Zoraï-Handwerksplan zertrümmernde Raketenwerfer-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Raketenwerfer-Munition	Zoraï-Handwerkspläne zertrümmernde Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Raketenwerfer-Munition Ba-zoon		
_A2A44E982BE8AE61	bczpea11	Zoraï-Handwerksplan durchbohrende Raketenwerfer-Munition	Zoraï-Handwerksplan durchbohrende Raketenwerfer-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Raketenwerfer-Munition	Zoraï-Handwerkspläne durchbohrende Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Raketenwerfer-Munition Ba-zoon		
_E4044297EC18AE61	bczpea12	Zoraï-Handwerksplan schneidende Raketenwerfer-Munition	Zoraï-Handwerksplan schneidende Raketenwerfer-Munition		ein	der	Zoraï-Handwerkspläne schneidende Raketenwerfer-Munition	Zoraï-Handwerkspläne schneidende Raketenwerfer-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Raketenwerfer-Munition Ba-zoon		
_CE8D5B4C8A460F7B	bczpea19	Zoraï-Handwerksplan zertrümmernde Gewehr-Munition	Zoraï-Handwerksplan zertrümmernde Gewehr-Munition		ein	der	Zoraï-Handwerkspläne zertrümmernde Gewehr-Munition	Zoraï-Handwerkspläne zertrümmernde Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für zertrümmernde Zoraï-Gewehr-Munition Shoy-ton		
_8ECD4B440896FF73	bczpea20	Zoraï-Handwerksplan durchbohrende Gewehr-Munition	Zoraï-Handwerksplan durchbohrende Gewehr-Munition		ein	der	Zoraï-Handwerkspläne durchbohrende Gewehr-Munition	Zoraï-Handwerkspläne durchbohrende Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für durchbohrende Zoraï-Gewehr-Munition Shoy-ton		
_CE8D574C88560B7B	bczpea21	Zoraï-Handwerksplan schneidende Gewehr-Munition	Zoraï-Handwerksplan schneidende Gewehr-Munition		ein	der	Zoraï-Handwerkspläne schneidende Gewehr-Munition	Zoraï-Handwerkspläne schneidende Gewehr-Munition		die	Handwerksplan-Stanza (Teil einer Aktion) für schneidende Zoraï-Gewehr-Munition Shoy-ton		
_9910892217FABD51	bcfaea01	Fyros-Handwerksplan für schwere Stiefel 	Fyros-Handwerksplan für schwere Stiefel 		ein	der	Fyros-Handwerkspläne für schwere Stiefel 	Fyros-Handwerkspläne für schwere Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyrosstiefel Kostom		
_F3FDCAC97DB162A0	bcfaea02	Fyros-Handwerksplan für schwere Handschuhe 	Fyros-Handwerksplan für schwere Handschuhe 		ein	der	Fyros-Handwerkspläne für schwere Handschuhe 	Fyros-Handwerkspläne für schwere Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyroshandschuhe Kostom		
_338DD2C97B914698	bcfaea03	Fyros-Handwerksplan für schwere Helme 	Fyros-Handwerksplan für schwere Helme 		ein	der	Fyros-Handwerkspläne für schwere Helme 	Fyros-Handwerkspläne für schwere Helme 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyroshelme Kostom		
_99005130D8EA855F	bcfaea04	Fyros-Handwerksplan für schwere Hosen 	Fyros-Handwerksplan für schwere Hosen 		ein	der	Fyros-Handwerkspläne für schwere Hosen 	Fyros-Handwerkspläne für schwere Hosen 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyroshosen Kostom		
_ABF451E755AE7C0D	bcfaea05	Fyros-Handwerksplan für schwere Armschützer	Fyros-Handwerksplan für schwere Armschützer		ein	der	Fyros-Handwerkspläne für schwere Armschützer	Fyros-Handwerkspläne für schwere Armschützer		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyrosarmschützer Kostom		
_EA3B12CD2F91752B	bcfaea06	Fyros-Handwerksplan für schwere Westen 	Fyros-Handwerksplan für schwere Westen 		ein	der	Fyros-Handwerkspläne für schwere Westen 	Fyros-Handwerkspläne für schwere Westen 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Fyroswesten Kostom		
_9A00512899EA8557	bcfaea07	Fyros-Handwerksplan für leichte Stiefel 	Fyros-Handwerksplan für leichte Stiefel 		ein	der	Fyros-Handwerkspläne für leichte Stiefel 	Fyros-Handwerkspläne für leichte Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Fyrosstiefel Hoben		
_F4AD92CFBF107AA4	bcfaea08	Fyros-Handwerksplan für leichte Handschuhe 	Fyros-Handwerksplan für leichte Handschuhe 		ein	der	Fyros-Handwerkspläne für leichte Handschuhe 	Fyros-Handwerkspläne für leichte Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Fyroshandschuhe Hoben		
_9AF019361ADA4D65	bcfaea09	Fyros-Handwerksplan für leichte Hosen 	Fyros-Handwerksplan für leichte Hosen 		ein	der	Fyros-Handwerkspläne für leichte Hosen 	Fyros-Handwerkspläne für leichte Hosen 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Fyroshosen Hoben		
_ABA419E8925E8C11	bcfaea10	Fyros-Handwerksplan für leichte Armschützer	Fyros-Handwerksplan für leichte Armschützer		ein	der	Fyros-Handwerkspläne für leichte Armschützer	Fyros-Handwerkspläne für leichte Armschützer		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Fyrosarmschützer Hoben		
_6B2BEAD3EFE1611D	bcfaea11	Fyros-Handwerksplan für leichte Westen 	Fyros-Handwerksplan für leichte Westen 		ein	der	Fyros-Handwerkspläne für leichte Westen 	Fyros-Handwerkspläne für leichte Westen 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Fyroswesten Hoben		
_871D7928BA400272	bcfaea12	Fyros-Handwerksplan für mittelschwere Stiefel 	Fyros-Handwerksplan für mittelschwere Stiefel 		ein	der	Fyros-Handwerkspläne für mittelschwere Stiefel 	Fyros-Handwerkspläne für mittelschwere Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Fyrosstiefel Rilon		
_BC7F52E613AE10E6	bcfaea13	Fyros-Handwerksplan für mittelschwere Handschuhe 	Fyros-Handwerksplan für mittelschwere Handschuhe 		ein	der	Fyros-Handwerkspläne für mittelschwere Handschuhe 	Fyros-Handwerkspläne für mittelschwere Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Fyroshandschuhe Rilon		
_04FE7928FB603A71	bcfaea14	Fyros-Handwerksplan für mittelschwere Hosen 	Fyros-Handwerksplan für mittelschwere Hosen 		ein	der	Fyros-Handwerkspläne für mittelschwere Hosen 	Fyros-Handwerkspläne für mittelschwere Hosen 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Fyroshosen Rilon		
_011850D7C8D311CA	bcfaea15	Fyros-Handwerksplan für mittelschwere Armschützer	Fyros-Handwerksplan für mittelschwere Armschützer		ein	der	Fyros-Handwerkspläne für mittelschwere Armschützer	Fyros-Handwerkspläne für mittelschwere Armschützer		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Fyrosarmschützer Rilon		
_AB8071E46A7A2533	bcfaea16	Fyros-Handwerksplan für mittelschwere Westen 	Fyros-Handwerksplan für mittelschwere Westen 		ein	der	Fyros-Handwerkspläne für mittelschwere Westen 	Fyros-Handwerkspläne für mittelschwere Westen 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Fyroswesten Rilon		
_18A02929961A5D58	bcmaea01	Matis-Handwerksplan für schwere Stiefel 	Matis-Handwerksplan für schwere Stiefel 		ein	der	Matis-Handwerkspläne für schwere Stiefel 	Matis-Handwerkspläne für schwere Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für  schwere Matisstiefel Parok		
_728D6ACAFE307EA0	bcmaea02	Matis-Handwerksplan für schwere Handschuhe 	Matis-Handwerksplan für schwere Handschuhe 		ein	der	Matis-Handwerkspläne für schwere Handschuhe 	Matis-Handwerkspläne für schwere Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Matishandschuhe Parok		
_B21D72CAFC106298	bcmaea03	Matis-Handwerksplan für schwere Helme 	Matis-Handwerksplan für schwere Helme 		ein	der	Matis-Handwerkspläne für schwere Helme 	Matis-Handwerkspläne für schwere Helme 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Matishelme Parok		
_1890F137570A2566	bcmaea04	Matis-Handwerksplan für schwere Hosen 	Matis-Handwerksplan für schwere Hosen 		ein	der	Matis-Handwerkspläne für schwere Hosen 	Matis-Handwerkspläne für schwere Hosen 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Matishosen	 Parok	
_2A84D9F04F1E7C0D	bcmaea05	Matis-Handwerksplan für schwere Armschützer	Matis-Handwerksplan für schwere Armschützer		ein	der	Matis-Handwerkspläne für schwere Armschützer	Matis-Handwerkspläne für schwere Armschützer		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Matisarmschützer Parok		
_2BCBB2D42F317D13	bcmaea06	Matis-Handwerksplan für schwere Westen 	Matis-Handwerksplan für schwere Westen 		ein	der	Matis-Handwerkspläne für schwere Westen 	Matis-Handwerkspläne für schwere Westen 		die	Handwerksplan-Stanza (Teil einer Aktion) für schwere Matiswesten Parok		
_1990F12F180A255E	bcmaea07	Matis-Handwerksplan für leichte Stiefel 	Matis-Handwerksplan für leichte Stiefel 		ein	der	Matis-Handwerkspläne für leichte Stiefel 	Matis-Handwerkspläne für leichte Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Matisstiefel Wiva		
_733D32D0408F96A4	bcmaea08	Matis-Handwerksplan für leichte Handschuhe 	Matis-Handwerksplan für leichte Handschuhe 		ein	der	Matis-Handwerkspläne für leichte Handschuhe 	Matis-Handwerkspläne für leichte Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Matishandschuhe Wiva		
_1980B93D99FAED6C	bcmaea09	Matis-Handwerksplan für leichte Hosen 	Matis-Handwerksplan für leichte Hosen 		ein	der	Matis-Handwerkspläne für leichte Hosen 	Matis-Handwerkspläne für leichte Hosen 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Matishosen Wiva		
_2A34A1F18CCE8C11	bcmaea10	Matis-Handwerksplan für leichte Armschützer	Matis-Handwerksplan für leichte Armschützer		ein	der	Matis-Handwerkspläne für leichte Armschützer	Matis-Handwerkspläne für leichte Armschützer		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Matisarmschützer Wiva		
_ACBB8ADAEF816905	bcmaea11	Matis-Handwerksplan für leichte Westen 	Matis-Handwerksplan für leichte Westen 		ein	der	Matis-Handwerkspläne für leichte Westen 	Matis-Handwerkspläne für leichte Westen 		die	Handwerksplan-Stanza (Teil einer Aktion) für leichte Matiswesten Wiva		
_06AD19293BBF1E72	bcmaea12	Matis-Handwerksplan für mittelschwere Stiefel 	Matis-Handwerksplan für mittelschwere Stiefel 		ein	der	Matis-Handwerkspläne für mittelschwere Stiefel 	Matis-Handwerkspläne für mittelschwere Stiefel 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere Matisstiefel Striva		
_3B0FDAEF0D1E10E6	bcmaea13	Matis-Handwerksplan für mittelschwere Handschuhe 	Matis-Handwerksplan für mittelschwere Handschuhe 		ein	der	Matis-Handwerkspläne für mittelschwere Handschuhe 	Matis-Handwerkspläne für mittelschwere Handschuhe 		die	Handwerksplan-Stanza (Teil einer Aktion) für mittelschwere  Matishandschuhe Striva		
