*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_D93279711A4A2C8C	cdbgc4	Virulent Gibbaï	a	the			Virulent Gibbaïs		the
_D93279711A4A208D	cdbgd1	Ravaged Gibbaï	a	the			Ravaged Gibbaïs		the
_A5B6D9F3791BD7E4	cdbgd2	Festering Gibbaï	a	the			Festering Gibbaïs		the
_23A1B10BEA1440C2	cdbgd3	Pestiferous Gibbaï	a	the			Pestiferous Gibbaïs		the
_593286C2F3B64B4B	cdbgd4	Raving Gibbaï	a	the			Raving Gibbaïs		the
_593286C2F3B63F4C	cdbge1	Pustulous Gibbaï	a	the			Pustulous Gibbaïs		the
_1D3F5E3C309C6DF2	cdbge2	Seeping Gibbaï	a	the			Seeping Gibbaïs		the
_CBC4384CF27D734E	cdbge3	Foaming Gibbaï	a	the			Foaming Gibbaïs		the
_A18F863D32CDB509	cdbge4	Revolting Gibbaï	a	the			Revolting Gibbaïs		the
_A18F863D32CDA90A	cdbgf1	Demented Gibbaï	a	the			Demented Gibbaïs		the
_5C82117598EA2081	cdbgf2	Frenzied Gibbaï	a	the			Frenzied Gibbaïs		the
_97223D711C590C98	cdbgf3	Fiendish Gibbaï	a	the			Fiendish Gibbaïs		the
_AFE75A60FFD3F95D	cdbja1	Gormless Gibbaï	a	the			Gormless Gibbaïs		the
_7A545A2E1B6ACC83	cdbja2	Dumn Gibbaï	a	the			Dumn Gibbaïs		the
_3869149505661391	cdbja3	Quiet Gibbaï	a	the			Quiet Gibbaïs		the
_6196D1F9372ADFCD	cdbja4	Wandering Gibbaï	a	the			Wandering Gibbaïs		the
_D7A2697FDB1A548C	cdbjd1	Savage Gibbaï	a	the			Savage Gibbaïs		the
_B6B4523517A9F86F	cdbjd2	Seasoned Gibbaï	a	the			Seasoned Gibbaïs		the
_3869FC96C8373794	cdbjd3	Veteran Gibbaï	a	the			Veteran Gibbaïs		the
_A6E6D9F4361ADFE4	cdbjd4	Lurking Gibbaï	a	the			Lurking Gibbaïs		the
_A6E6D9F4361AD3E5	cdbje1	Creeping  Gibbaï	a	the			Creeping  Gibbaïs		the
_A36FAA3A309C6DF7	cdbje2	Crabby Gibbaï	a	the			Crabby Gibbaïs		the
_1FC6FDFE771BDBD1	cdbje3	Belligerent Gibbaï	a	the			Belligerent Gibbaïs		the
_61B6E1EF370BDFD3	cdbje4	Frightening Gibbaï	a	the			Frightening Gibbaïs		the
_6BD81C9EDD299B99	cdbjf5	Tenib	a	the			Tenibs		the
_A0D25985F8DB0002	cdcda1	Gormless Frahar	a	the			Gormless Frahars		the
_BF96F222481C1F00	cdcda2	Dumn Frahar	a	the			Dumn Frahars		the
_834E0E16B69B7BF4	cdcda3	Quiet Frahar	a	the			Quiet Frahars		the
_81CFE9FE39ABDBCD	cdcda4	Wandering Frahar	a	the			Wandering Frahars		the
_D9336576FDFA080A	cdcdd1	Savage Frahar	a	the			Savage Frahars		the
_833F2108F89BD3D9	cdcdd2	Seasoned Frahar	a	the			Seasoned Frahars		the
_13565632D8421469	cdcdd3	Veteran Frahar	a	the			Veteran Frahars		the
_DBF3257EF8495405	cdcdd4	Lurking Frahar	a	the			Lurking Frahars		the
_A377C8B76747D7B4	cdcdd5	Scythe	a	the			Scythes		the
_DBF3257EF8494806	cdcde1	Creeping  Frahar	a	the			Creeping  Frahars		the
_9B038983BA2A541B	cdcde2	Crabby Frahar	a	the			Crabby Frahars		the
_87DEE630729C9FF7	cdcde3	Belligerent Frahar	a	the			Belligerent Frahars		the
_7969FC1FEDF82B99	cdcga1	Impure Frahar	an	the			Impure Frahars		the
_1A866EA49222356A	cdcga2	Blighted Frahar	a	the			Blighted Frahars		the
_47E01627F59CA70C	cdcga3	Contaminated Frahar	a	the			Contaminated Frahars		the
_2E554EF3E0234170	cdcga4	Infected Frahar	an	the			Infected Frahars		the
_2E554EF3E0233571	cdcgb1	Nauseous Frahar	a	the			Nauseous Frahars		the
_94CF9E7ABE38F876	cdcgb2	Stinking Frahar	a	the			Stinking Frahars		the
_833FCE2F72AC7BFC	cdcgb3	Morbid Frahar	a	the			Morbid Frahars		the
_796918292CF60F9A	cdcgb4	Poisoned Frahar	a	the			Poisoned Frahars		the
_796918292CF6039B	cdcgc1	Plagued Frahar	a	the			Plagued Frahars		the
_03BE1631779C77F2	cdcgc2	Sickly  Frahar	a	the			Sickly  Frahars		the
_9DF20D7ABBCA2402	cdcgc3	Putrescent Frahar	a	the			Putrescent Frahars		the
_1B92757A7B4A440E	cdcgc4	Virulent Frahar	a	the			Virulent Frahars		the
_1B92757A7B4A380F	cdcgd1	Ravaged Frahar	a	the			Ravaged Frahars		the
_46EFF1F87B9CD3E4	cdcgd2	Festering Frahar	a	the			Festering Frahars		the
_23B1C50BEEF488C0	cdcgd3	Pestiferous Frahar	a	the			Pestiferous Frahars		the
_1D22AAC194B66D4A	cdcgd4	Raving Frahar	a	the			Raving Frahars		the
_1D22AAC194B6614B	cdcge1	Pustulous Frahar	a	the			Pustulous Frahars		the
_403F9A3A728C77F2	cdcge2	Seeping Frahar	a	the			Seeping Frahars		the
_4DC4664B746DA14D	cdcge3	Foaming Frahar	a	the			Foaming Frahars		the
_C48FC23B74BDBF09	cdcge4	Revolting Frahar	a	the			Revolting Frahars		the
_C48FC23B74BDB30A	cdcgf1	Demented Frahar	a	the			Demented Frahars		the
_9EE20D7EF9EA3803	cdcgf2	Frenzied Frahar	a	the			Frenzied Frahars		the
_D982397A7D59241A	cdcgf3	Fiendish Frahar	a	the			Fiendish Frahars		the
_66B17D09EED480BD	cdcpa1	Gormless Frahar	a	the			Gormless Frahars		the
_D2840E43B62D4541	cdcpa2	Dumn Frahar	a	the			Dumn Frahars		the
_048F190D7E9CD7D6	cdcpa3	Quiet Frahar	a	the			Quiet Frahars		the
_1CE566311E83008D	cdcpa4	Wandering Frahar	a	the			Wandering Frahars		the
_1CE566311E83F48E	cdcpb1	Panicky Frahar	a	the			Panicky Frahars		the
_5B13FD7E4009300B	cdcpb2	Lampooning Frahar	a	the			Lampooning Frahars		the
_888EE222F52BBBF6	cdcpb3	Tough Frahar	a	the			Tough Frahars		the
_832F090D7B3BDBCD	cdcpb4	Babarous Frahar	a	the			Babarous Frahars		the
_832F090D7B3BCFCE	cdcpc1	Foraging Frahar	a	the			Foraging Frahars		the
_094EEE23735B9BF5	cdcpc2	Ferreting Frahar	a	the			Ferreting Frahars		the
_0715EAE15FE20476	cdcpc3	Furrowing Frahar	a	the			Furrowing Frahars		the
_20143D897E696412	cdcpc4	Spirited Frahar	a	the			Spirited Frahars		the
_20143D897E695813	cdcpd1	Savage Frahar	a	the			Savage Frahars		the
_886FFE31F51B9BF6	cdcpd2	Seasoned Frahar	a	the			Seasoned Frahars		the
_4E14163F32BD5140	cdcpd3	Veteran Frahar	a	the			Veteran Frahars		the
_C91FF1F9389BDBE4	cdcpd4	Lurking Frahar	a	the			Lurking Frahars		the
_C91FF1F9389BCFE5	cdcpe1	Creeping  Frahar	a	the			Creeping  Frahars		the
_827FF1F87CDCD3D0	cdcpe2	Crabby Frahar	a	the			Crabby Frahars		the
_0CDFFA5DF088355F	cdcpe3	Belligerent Frahar	a	the			Belligerent Frahars		the
_F3F69A13E3E46D6E	cdcpe4	Frightening Frahar	a	the			Frightening Frahars		the
_F3F69A13E3E4616F	cdcpf1	Threatening Frahar	a	the			Threatening Frahars		the
_56F59A305BA20C90	cdcpf2	Tremendous Frahar	a	the			Tremendous Frahars		the
_1C82397A7D59241A	cdcpf3	Blood-thirsty Frahar	a	the			Blood-thirsty Frahars		the
_3EAE95EBDD595C21	chada1	Suckling Arma	a	the			Suckling Armas		the
_82CF391D5CB61B12	chada2	Weanling Arma	a	the			Weanling Armas		the
_050F15FF7090F6F9	chada3	Docile Arma	a	the			Docile Armas		the
_EDFF4D036637AF27	chada4	Meek Arma	a	the			Meek Armas		the
_EDFF4D036637A328	chadb1	Timorous Arma	a	the			Timorous Armas		the
_05F1B51B6E70F2FA	chadb2	Roaming Arma	a	the			Roaming Armas		the
_8D0F0D1DEA72F6FC	chadb3	Scampering Arma	a	the			Scampering Armas		the
_95449C8611170FA8	chadb4	Sprightly Arma	a	the			Sprightly Armas		the
_95449C86111703A9	chadc1	Robust Arma	a	the			Robust Armas		the
_3060591DE817C729	chadc2	Wary Arma	a	the			Wary Armas		the
_B151550FE897AB29	chadc3	Gluttonous Arma	a	the			Gluttonous Armas		the
_BB1E6DF062396817	chadc4	Grunting Arma	a	the			Grunting Armas		the
_0CC63A36FC1E8CDE	chadf1	Furious Arma	a	the			Furious Armas		the
_405F55F121998022	chadf2	Fierce Arma	a	the			Fierce Armas		the
_C0906DEBA2899424	chadf3	Ferocious Arma	a	the			Ferocious Armas		the
_C1CCC11E342D84FF	chafa1	Suckling Arma	a	the			Suckling Armas		the
_9647400A69D8AB66	chafa2	Weanling Arma	a	the			Weanling Armas		the
_6DFF791F2A57CB27	chafa3	Docile Arma	a	the			Docile Armas		the
_5544F08616380FBB	chafa4	Meek Arma	a	the			Meek Armas		the
_5544F086163803BC	chafb1	Timorous Arma	a	the			Timorous Armas		the
_94449C8413B6FFB0	chafb2	Roaming Arma	a	the			Roaming Armas		the
_96063CFA6CA8E360	chafb3	Scampering Arma	a	the			Scampering Armas		the
_9444D487949713B6	chafb4	Sprightly Arma	a	the			Sprightly Armas		the
_693908A0A9880792	chafc5	Hisserto	a	the			Hissertos		the
_3F2E79F161A96C22	chafd1	Gruff Arma	a	the			Gruff Armas		the
_1544F08AD56817B9	chafd2	Obstinate Arma	an	the			Obstinate Armas		the
_098FCD05F270F602	chafd3	Rooting Arma	a	the			Rooting Armas		the
_C01F79E6A07AE42F	chafd4	Scrounging Arma	a	the			Scrounging Armas		the
_C01F79E6A07AD830	chafe1	Nettled Arma	a	the			Nettled Armas		the
_96966409EE77DF5A	chafe2	Vicious Arma	a	the			Vicious Armas		the
_3161990E2618E32B	chafe3	Feral Arma	a	the			Feral Armas		the
_6D60952028E7D32B	chafe4	Violent Arma	a	the			Violent Armas		the
_C8B1D65E8D922192	chaja1	Suckling Arma	a	the			Suckling Armas		the
_CA06522604F060E3	chaja2	Weanling Arma	a	the			Weanling Armas		the
_9544B87D1226E7AB	chaja3	Docile Arma	a	the			Docile Armas		the
_6EFF4D036637AF27	chaja4	Meek Arma	a	the			Meek Armas		the
_6EFF4D036637A328	chajb1	Timorous Arma	a	the			Timorous Armas		the
_1244C08411A6FFA8	chajb2	Roaming Arma	a	the			Roaming Armas		the
_7DEE91F7A099AC25	chajb3	Scampering Arma	a	the			Scampering Armas		the
_C11F91EC205AE42D	chajb4	Sprightly Arma	a	the			Sprightly Armas		the
_EE3F5507E438DB2C	chajf1	Furious Arma	a	the			Furious Armas		the
_C35DD137344E9806	chajf2	Fierce Arma	a	the			Fierce Armas		the
_BD2E6DE49CC8AC29	chajf3	Ferocious Arma	a	the			Ferocious Armas		the
_A836BF775DC69F97	chajf4	Voracious Arma	a				Voracious Armas		the
_D444C48516C6FFBB	chala1	Suckling Arma	a	the			Suckling Armas		the
_84FF5DE962E99026	chala2	Weanling Arma	a	the			Weanling Armas		the
_9344C08411A603A7	chala3	Docile Arma	a	the			Docile Armas		the
_EFFF4D036637AF27	chala4	Meek Arma	a	the			Meek Armas		the
_EFFF4D036637A328	chalb1	Timorous Arma	a	the			Timorous Armas		the
_C43C9538713EA0FE	chalb2	Roaming Arma	a	the			Roaming Armas		the
_C2CC8D27713D8C08	chalb3	Scampering Arma	a	the			Scampering Armas		the
_57449C7D1207EBAC	chalb4	Sprightly Arma	a	the			Sprightly Armas		the
_FF7E55EBA2898C23	chale1	Nettled Arma	a	the			Nettled Armas		the
_8B8F75077032F203	chale2	Vicious Arma	a	the			Vicious Armas		the
_8B8F3DFFEE72F603	chale3	Feral Arma	a	the			Feral Armas		the
_D544A07F1676F3BF	chale4	Violent Arma	a	the			Violent Armas		the
_D544A07F1676E7C0	chalf1	Furious Arma	a	the			Furious Armas		the
_C86F3D1E19D61F20	chalf2	Fierce Arma	a	the			Fierce Armas		the
_02C1AD0E3A79F011	chalf3	Ferocious Arma	a	the			Ferocious Armas		the
_2936BF77DEC6A797	chalf4	Voracious Arma	a				Voracious Armas		the
_19473417AC08E75C	chapa1	Suckling Arma	a	the			Suckling Armas		the
_C98D0D29B14D6C12	chapa2	Weanling Arma	a	the			Weanling Armas		the
_321F3D0F2B89E727	chapa3	Docile Arma	a	the			Docile Armas		the
_4D775231055F64E1	chapa4	Meek Arma	a	the			Meek Armas		the
_4D775231055F58E2	chapb1	Timorous Arma	a	the			Timorous Armas		the
_7E5E39ED5EE8C024	chapb2	Roaming Arma	a	the			Roaming Armas		the
_102FD515EEB0F60A	chapb3	Scampering Arma	a	the			Scampering Armas		the
_B0BF250B2AC7D328	chapb4	Sprightly Arma	a	the			Sprightly Armas		the
_B0BF250B2AC7C729	chapc1	Robust Arma	a	the			Robust Armas		the
_8C8F3D07EAB0F201	chapc2	Wary Arma	a	the			Wary Armas		the
_3A872A33BF1A6CC4	chapc3	Gluttonous Arma	a	the			Gluttonous Armas		the
_432FADFD1EC89821	chapc4	Grunting Arma	a	the			Grunting Armas		the
_432FADFD1EC88C22	chapd1	Gruff Arma	a	the			Gruff Armas		the
_8C8F0D2BEE30F202	chapd2	Obstinate Arma	an	the			Obstinate Armas		the
_053CA93971EE94FA	chapd3	Rooting Arma	a	the			Rooting Armas		the
_F550610526F7AB2A	chapd4	Scrounging Arma	a	the			Scrounging Armas		the
_F550610526F79F2B	chape1	Nettled Arma	a	the			Nettled Armas		the
_B07F3905E508F32B	chape2	Vicious Arma	a	the			Vicious Armas		the
_43F9B1262FDE4CD9	chape3	Feral Arma	a	the			Feral Armas		the
_0D204E6FC9748991	chape4	Violent Arma	a	the			Violent Armas		the
_0D204E6FC9747D92	chapf1	Furious Arma	a	the			Furious Armas		the
_0DC51A3684ED60F3	chapf2	Fierce Arma	a	the			Fierce Armas		the
_3F2E6DE49CC8AC29	chapf3	Ferocious Arma	a	the			Ferocious Armas		the
_1BA4A1BA66486794	chbdc1	Robust Bodoc	a	the			Robust Bodocs		the
_8B1F5527E4740473	chbdc2	Wary Bodoc	a	the			Wary Bodocs		the
_8DC1E527E4740873	chbdc3	Gluttonous Bodoc	a	the			Gluttonous Bodocs		the
_BF9E5E107C2A60FB	chbdc4	Grunting Bodoc	a	the			Grunting Bodocs		the
_BE0E52103CDA640B	chbfa1	Suckling Bodoc	a	the			Suckling Bodocs		the
_7FEE1E12381A680B	chbfa2	Weanling Bodoc	a	the			Weanling Bodocs		the
_400F321B3C5BB418	chbfa3	Docile Bodoc	a	the			Docile Bodocs		the
_BEBE290633275F1D	chbfa4	Meek Bodoc	a	the			Meek Bodocs		the
_A43B5D1D2A686377	chbfa5	Bodoc	a	the			Bodocs		the
_9BA4F5BAB018B790	chbfb1	Timorous Bodoc	a	the			Timorous Bodocs		the
_9BA4A1B868C78B8D	chbfb2	Roaming Bodoc	a	the			Roaming Bodocs		the
_A44B410FA9685B78	chbfb3	Scampering Bodoc	a	the			Scampering Bodocs		the
_9BA4D9BB6CF7AB8D	chbfb4	Sprightly Bodoc	a	the			Sprightly Bodocs		the
_1778005F6806AB7B	chbfb6	Contagious Bodoc	a				Contagious Bodocs		the
_9BA4D9BB6CF79F8E	chbfc1	Robust Bodoc	a	the			Robust Bodocs		the
_0B1F5527E4740473	chbfc2	Wary Bodoc	a	the			Wary Bodocs		the
_9BA4A1BBE998A798	chbfc3	Gluttonous Bodoc	a	the			Gluttonous Bodocs		the
_82FE4E13BDDAB8F9	chbfc4	Grunting Bodoc	a	the			Grunting Bodocs		the
_901F250368540075	chbje1	Nettled Bodoc	a	the			Nettled Bodocs		the
_3E5F910BB0274B15	chbje2	Vicious Bodoc	a	the			Vicious Bodocs		the
_865FC52DE2560875	chbje3	Feral Bodoc	a	the			Feral Bodocs		the
_863F050FE2360C75	chbje4	Violent Bodoc	a	the			Violent Bodocs		the
_98A0AE5DAD5E2811	chbld1	Gruff Bodoc	a	the			Gruff Bodocs		the
_5841AE5DB18E5411	chbld2	Obstinate Bodoc	an	the			Obstinate Bodocs		the
_C32F321CB7DA6C14	chbld3	Rooting Bodoc	a	the			Rooting Bodocs		the
_81DE520EFCDA700D	chbld4	Scrounging Bodoc	a	the			Scrounging Bodocs		the
_278C8916AC674777	chbpa1	Suckling Bodoc	a	the			Suckling Bodocs		the
_5441EA41700E3815	chbpa2	Weanling Bodoc	a	the			Weanling Bodocs		the
_8C1F1D19EC560871	chbpa3	Docile Bodoc	a	the			Docile Bodocs		the
_27945E2A0B4D8D28	chbpa4	Meek Bodoc	a	the			Meek Bodocs		the
_27945E2A0B4D8129	chbpb1	Timorous Bodoc	a	the			Timorous Bodocs		the
_FEAE1E03BD5A700B	chbpb2	Roaming Bodoc	a	the			Roaming Bodocs		the
_420E3511B0466F2A	chbpb3	Scampering Bodoc	a	the			Scampering Bodocs		the
_889FCD25E8940C72	chbpb4	Sprightly Bodoc	a	the			Sprightly Bodocs		the
_889FCD25E8940073	chbpc1	Robust Bodoc	a	the			Robust Bodocs		the
_410F4D0030C6571F	chbpc2	Wary Bodoc	a	the			Wary Bodocs		the
_13A43E15F75D6915	chbpc3	Gluttonous Bodoc	a	the			Gluttonous Bodocs		the
_02B052167B197015	chbpc4	Grunting Bodoc	a	the			Grunting Bodocs		the
_02B052167B196416	chbpd1	Gruff Bodoc	a	the			Gruff Bodocs		the
_41AE7D1CB1865720	chbpd2	Obstinate Bodoc	an	the			Obstinate Bodocs		the
_9680DA57AA3E3800	chbpd3	Rooting Bodoc	a	the			Rooting Bodocs		the
_121F250368540C74	chbpd4	Scrounging Bodoc	a	the			Scrounging Bodocs		the
_121F250368540075	chbpe1	Nettled Bodoc	a	the			Nettled Bodocs		the
_881F1507E6D60475	chbpe2	Vicious Bodoc	a	the			Vicious Bodocs		the
_D5DC7E54B01D2B1B	chbpe3	Feral Bodoc	a	the			Feral Bodocs		the
_9570839325B5115F	chbpe4	Violent Bodoc	a	the			Violent Bodocs		the
_9570839325B50560	chbpf1	Furious Bodoc	a	the			Furious Bodocs		the
_9F533A45830C6148	chbpf2	Fierce Bodoc	a	the			Fierce Bodocs		the
_02AE2E057A5A700D	chbpf3	Ferocious Bodoc	a	the			Ferocious Bodocs		the
_D9E1D273C08AF571	chcda1	Suckling Capryni	a	the			Suckling Caprynis		the
_1CA2156D060B5F68	chcda2	Weanling Capryni	a	the			Weanling Caprynis		the
_9902267C80AB517A	chcda3	Docile Capryni	a	the			Docile Caprynis		the
_1CF5462C806C5F10	chcda4	Meek Capryni	a	the			Meek Caprynis		the
_843F3E453D19DCBD	chcdb1	Timorous Capryni	a	the			Timorous Caprynis		the
_5D76D63A00DB8302	chcdb2	Roaming Capryni	a	the			Roaming Caprynis		the
_6215423B7ECD4B0E	chcdb3	Scampering Capryni	a	the			Scampering Caprynis		the
_F3870D1B6CB87CF4	chcdb4	Sprightly Capryni	a	the			Sprightly Caprynis		the
_7387B51B765870F4	chcfb1	Timorous Capryni	a	the			Timorous Caprynis		the
_73870D1770F674F4	chcfb2	Roaming Capryni	a	the			Roaming Caprynis		the
_ACDE9929C1FED0AC	chcfb3	Scampering Capryni	a	the			Scampering Caprynis		the
_73877D1D72F67CF4	chcfb4	Sprightly Capryni	a	the			Sprightly Caprynis		the
_98C1126FFE6A3570	chcjd1	Gruff Capryni	a	the			Gruff Caprynis		the
_A2D55389949F196C	chcjd2	Obstinate Capryni	an	the			Obstinate Caprynis		the
_74871517701878F6	chcjd3	Rooting Capryni	a	the			Rooting Caprynis		the
_0B2F42427D0938C0	chcjd4	Scrounging Capryni	a	the			Scrounging Caprynis		the
_F5870D096E9870F5	chclc1	Robust Capryni	a	the			Robust Caprynis		the
_71CFB525BECDCCAD	chclc2	Wary Capryni	a	the			Wary Caprynis		the
_712FA5233E6ED0AD	chclc3	Gluttonous Capryni	a	the			Gluttonous Caprynis		the
_98B51A728733E93D	chclc4	Grunting Capryni	a	the			Grunting Caprynis		the
_2FD7D0ACF3A7DFA8	chclc5	Runroy	a	the			Runroys		the
_34FFB535C1CDC8AB	chcpa1	Suckling Capryni	a	the			Suckling Caprynis		the
_5CE636610D23714A	chcpa2	Weanling Capryni	a	the			Weanling Caprynis		the
_8A5F625DBF0A08B5	chcpa3	Docile Capryni	a	the			Docile Caprynis		the
_66B57376DDB0B96B	chcpa4	Meek Capryni	a	the			Meek Caprynis		the
_66B57376DDB0AD6C	chcpb1	Timorous Capryni	a	the			Timorous Caprynis		the
_9C20D27480C9F973	chcpb2	Roaming Capryni	a	the			Roaming Caprynis		the
_A4C5EE37C2FC4F0E	chcpb3	Scampering Capryni	a	the			Scampering Caprynis		the
_8500225D3DA9E4BA	chcpb4	Sprightly Capryni	a	the			Sprightly Caprynis		the
_8500225D3DA9D8BB	chcpc1	Robust Capryni	a	the			Robust Caprynis		the
_20554230FE0B5717	chcpc2	Wary Capryni	a	the			Wary Caprynis		the
_D2740A7B5BB0AD54	chcpc3	Gluttonous Capryni	a	the			Gluttonous Caprynis		the
_5D51F27D41FA217D	chcpc4	Grunting Capryni	a	the			Grunting Caprynis		the
_C10E7506E3595C21	chdda1	Suckling Yubo	a	the			Suckling Yubos		the
_82DF451523371B12	chdda2	Weanling Yubo	a	the			Weanling Yubos		the
_ED2F4D1126B70F40	chddb1	Timorous Yubo	a	the			Timorous Yubos		the
_05212505F072F2FA	chddb2	Roaming Yubo	a	the			Roaming Yubos		the
_8D3F7D076C74F6FC	chddb3	Scampering Yubo	a	the			Scampering Yubos		the
_1EC4A89E11F7E3AB	chddb4	Sprightly Yubo	a	the			Sprightly Yubos		the
_49269A367F6E9804	chddf1	Furious Yubo	a	the			Furious Yubos		the
_C3BF350C27998022	chddf2	Fierce Yubo	a	the			Fierce Yubos		the
_43F04D06A8899424	chddf3	Ferocious Yubo	a	the			Ferocious Yubos		the
_05CDCD36342DBCF4	chdfa1	Suckling Yubo	a	the			Suckling Yubos		the
_57F8400AEC28EF73	chdfa2	Weanling Yubo	a	the			Weanling Yubos		the
_DEC4FC9E1618D7BF	chdfb1	Timorous Yubo	a	the			Timorous Yubos		the
_1DC4A89C1396D3B3	chdfb2	Roaming Yubo	a	the			Roaming Yubos		the
_57B73CFAEFF8276D	chdfb3	Scampering Yubo	a	the			Scampering Yubos		the
_1DC4E09F9477E7B9	chdfb4	Sprightly Yubo	a	the			Sprightly Yubos		the
_5C29909AA696D38D	chdfb5	Ora	an	the			Oras		the
_420E7506E3595C21	chdja1	Suckling Yubo	a	the			Suckling Yubos		the
_03DF451523371B12	chdja2	Weanling Yubo	a	the			Weanling Yubos		the
_6E2F4D1126B70F40	chdjb1	Timorous Yubo	a	the			Timorous Yubos		the
_86212505F072F2FA	chdjb2	Roaming Yubo	a	the			Roaming Yubos		the
_0E3F7D076C74F6FC	chdjb3	Scampering Yubo	a	the			Scampering Yubos		the
_9FC4A89E11F7E3AB	chdjb4	Sprightly Yubo	a	the			Sprightly Yubos		the
_CA269A367F6E9804	chdjf1	Furious Yubo	a	the			Furious Yubos		the
_44BF350C27998022	chdjf2	Fierce Yubo	a	the			Fierce Yubos		the
_C4F04D06A8899424	chdjf3	Ferocious Yubo	a	the			Ferocious Yubos		the
_5DC4D09D16A6D3BE	chdla1	Suckling Yubo	a	the			Suckling Yubos		the
_075F3D0468E99026	chdla2	Weanling Yubo	a	the			Weanling Yubos		the
_EF2F4D1126B70F40	chdlb1	Timorous Yubo	a	the			Timorous Yubos		the
_083DA150713ED8F3	chdlb2	Roaming Yubo	a	the			Roaming Yubos		the
_06CD993F713DC4FD	chdlb3	Scampering Yubo	a	the			Scampering Yubos		the
_E0C4A89512E7BFAF	chdlb4	Sprightly Yubo	a	the			Sprightly Yubos		the
_DAF834172F582B69	chdpa1	Suckling Yubo	a	the			Suckling Yubos		the
_0D8E1941B14DA407	chdpa2	Weanling Yubo	a	the			Weanling Yubos		the
_324F3D1DEB09533F	chdpa3	Docile Yubo	a	the			Docile Yubos		the
_8AD7B23188AF7007	chdpa4	Meek Yubo	a	the			Meek Yubos		the
_8AD7B23188AF6408	chdpb1	Timorous Yubo	a	the			Timorous Yubos		the
_01BE190864E8C024	chdpb2	Roaming Yubo	a	the			Roaming Yubos		the
_105F45FF70B2F60A	chdpb3	Scampering Yubo	a	the			Scampering Yubos		the
_B0EF2519EA473F40	chdpb4	Sprightly Yubo	a	the			Sprightly Yubos		the
_B0EF2519EA473341	chdpc1	Robust Yubo	a	the			Robust Yubos		the
_8CBFADF16CB2F201	chdpc2	Wary Yubo	a	the			Wary Yubos		the
_77E78A33426A78EA	chdpc3	Gluttonous Yubo	a	the			Gluttonous Yubos		the
_C68F8D1824C89821	chdpc4	Grunting Yubo	a	the			Grunting Yubos		the
_96A05A87C9545195	chdpf1	Furious Yubo	a	the			Furious Yubos		the
_4A257A36073D6C19	chdpf2	Fierce Yubo	a	the			Fierce Yubos		the
_C28E4DFFA2C8AC29	chdpf3	Ferocious Yubo	a	the			Ferocious Yubos		the
_1BC4A08C1678E3BB	chega1	Impure Cray	an	the			Impure Crays		the
_1A359E49447EE844	chega2	Blighted Cray	a	the			Blighted Crays		the
_4B51FD09EED0F619	chega3	Contaminated Cray	a	the			Contaminated Crays		the
_8AC0125A09F42D92	chega4	Infected Cray	an	the			Infected Crays		the
_8AC0125A09F42193	chegb1	Nauseous Cray	a	the			Nauseous Crays		the
_FFB08109F7B9C811	chegb2	Stinking Cray	a	the			Stinking Crays		the
_C531DDF7E8F2F6FA	chegb3	Morbid Cray	a	the			Morbid Crays		the
_98C4BC8F9447FBB6	chegb4	Poisoned Cray	a	the			Poisoned Crays		the
_98C4BC8F9447EFB7	chegc1	Plagued Cray	a	the			Plagued Crays		the
_C5CFCDFDF2D2F2FB	chegc2	Sickly  Cray	a	the			Sickly  Crays		the
_C6FF31EDDC486423	chegc3	Putrescent Cray	a	the			Putrescent Crays		the
_053061F02029681D	chegc4	Virulent Cray	a	the			Virulent Crays		the
_EDD6276A1CF6FB8C	chegc6	Cray	a				Crays		the
_053061F020295C1E	chegd1	Ravaged Cray	a	the			Ravaged Crays		the
_B280551DE808EB2C	chegd2	Festering Cray	a	the			Festering Crays		the
_D6A75818F5E84F4E	chegd3	Pestiferous Cray	a	the			Pestiferous Crays		the
_E152357708DB6478	chegd4	Raving Cray	a	the			Raving Crays		the
_E152357708DB5879	chege1	Pustulous Cray	a	the			Pustulous Crays		the
_C58F7511E8B2F2FD	chege2	Seeping Cray	a	the			Seeping Crays		the
_0C6DE93574CE28FC	chege3	Foaming Cray	a	the			Foaming Crays		the
_CD8F850BEC32FA1B	chege4	Revolting Cray	a	the			Revolting Crays		the
_CD8F850BEC32EE1C	chegf1	Demented Cray	a	the			Demented Crays		the
_473F39EA9B686026	chegf2	Frenzied Cray	a	the			Frenzied Crays		the
_022F3DE61CC8AC29	chegf3	Fiendish Cray	a	the			Fiendish Crays		the
_4E31D6608D13F192	cheja1	Suckling Cray	a	the			Suckling Crays		the
_C7465A260A3060FD	cheja2	Weanling Cray	a	the			Weanling Crays		the
_1BC4B87F12A7B7AB	cheja3	Docile Cray	a	the			Docile Crays		the
_6E3F4D1B6977B729	cheja4	Meek Cray	a	the			Meek Crays		the
_6E3F4D1B6977AB2A	chejb1	Timorous Cray	a	the			Timorous Crays		the
_98C4C0861127CFA8	chejb2	Roaming Cray	a	the			Roaming Crays		the
_83EF61F92099AC25	chejb3	Scampering Cray	a	the			Scampering Crays		the
_C72061EEA05AE42D	chejb4	Sprightly Cray	a	the			Sprightly Crays		the
_C72061EEA05AD82E	chejc1	Robust Cray	a	the			Robust Crays		the
_97173CFDB398535A	chejc2	Wary Cray	a	the			Wary Crays		the
