*HASH_VALUE	item ID	name	ia	da	p	pia	pda	descripción
_47924A476AFA14BA	icfm2ss_2	Espada Stavonus	una	la	Espadas Stavonus		las	Espada Larga de Dos Manos de Mediana Calidad Fyros
_0568F7B84EDC4ABF	icfr1b_2	Pistola de Archo Koltonus	una	la	Pistolas de Archo Koltonus		las	Pistola de Arco de Una Mano de Mediana Calidad Fyros
_A2EB740CAB0BED47	icfr1p_2	Pistola Rimelus	una	la	Pistolas Rimelus		las	Pistola de Una Mano de Mediana Calidad Fyros
_4A05D6E1E76DA8B0	icfr2a_2	Autolanzador Fraserus	un	el	Autolanzadores Fraserus		los	Autolanzadores de Dos Manos de Mediana Calidad Fyros
_42D1D2E100A162AF	icfr2b_2	Rifle de Arco Strabusus	un	el	Rifles de Arco Strabusus		los	Rifle de Arco de Dos Manos de Mediana Calidad Fyros
_D92B052BC5937E25	icfr2l_2	Lanzador Brazerus	un	el	Lanzadores Brazerus		los	Lanzador de Dos Manos de Mediana Calidad Fyros
_BC9E6AB7C8A83DF6	icfr2r_2	Rifle Strammelus 	un	el	Rifles Strammelus 		los	Rifle de Dos Manos de Mediana Calidad Fyros
_4FD9E97C6608BA7E	icmacb_2	Botas Modi Vestini	unas	la	Botas Modi Vestini		las	Botas de Lanzador de Mediana Calidad Matis
_D113DE427AD4EFA0	icmacg_2	Guantes Modi Vestini	unos	el	Guantes Modi Vestini		los	Guantes de Lanzador de Mediana Calidad Matis
_D3D9E56EAA282670	icmacp_2	Pantalones Modi Vestini	unos	el	Pantalones Modi Vestini		los	Pantalones de Lanzador de Mediana Calidad Matis
_CE3F80B9117FA54D	icmacs_2	Mangas Modi Vestini	unas	la	Mangas Modi Vestini		las	Mangas de Lanzador de Mediana Calidad Matis
_FF9B21ECF769F999	icmacv_2	Chaleco Modi Vestini	un	el	Chalecos Modi Vestini		los	Chaleco de Lanzador de Mediana Calidad Matis
_70882DC89326F8C4	icmahb_2	Botas Modi Parok	unas	la	Botas Modi Parok		las	Botas Pesadas de Mediana Calidad Matis
_28AAE211C24C31BC	icmahg_2	Guantes Modi Parok	unos	el	Guantes Modi Parok		los	Guantes Pesados de Mediana Calidad Matis
_BD1FBAC4A5BA8E82	icmahh_2	Casco Modi Parok	un	el	Cascos Modi Parok		los	Casco Pesado de Mediana Calidad Matis
_716929BA17262CB5	icmahp_2	Pantalones Modi Parok	unos	el	Pantalones Modi Parok		los	Pantalones Pesados de Mediana Calidad Matis
_0EB88115F3194148	icmahs_2	Mangas Modi Parok	unas	la	Mangas Modi Parok		las	Mangas Pesadas de Mediana Calidad Matis
_39C85EB50DF58C48	icmahv_2	Chaleco Modi Parok	un	el	Chalecos Modi Parok		los	Chaleco Pesado de Mediana Calidad Matis
_D96BC0DDFA488167	icmalb_2	Botas Modi Wiva	unas	la	Botas Modi Wiva		las	Botas Livianas de Mediana Calidad Matis
_3CD938B578A62FBE	icmalg_2	Guantes Modi Wiva	unas	el	Guantes Modi Wiva		los	Guantes Ligeros de Mediana Calidad Matis
_563C88EBBA68F166	icmalp_2	Pantalones Modi Wiva	unos	el	Pantalones Modi Wiva		los	Pantalones Livianos de Mediana Calidad Matis
_7494293F4CB81DC9	icmals_2	Mangas Modi Wiva	unas	la	Mangas Modi Wiva		las	Mangas Livianas de Mediana Calidad Matis
_C7D2A1C95D7EFD44	icmalv_2	Chaleco Modi Wiva	un	el	Chalecos Modi Wiva		los	Chaleco Ligero de Mediana Calidad Matis
_967B0CBB4D585266	icmamb_2	Botas Modi Striva	unas	la	Botas Modi Striva		las	Botas Medianas de Mediana Calidad Matis
_81AA085C6C576E41	icmamg_2	Guantes Modi Striva	unos	el	Guantes Modi Striva		los	Guantes Medianos de Mediana Calidad Matis
_75CE6AF6D41DA18D	icmamp_2	Pantalones Modi Striva	unos	el	Pantalones Modi Striva		los	Pantalones Medianos de Mediana Calidad Matis
_CA4F0E4490C5DFDF	icmams_2	Mangas Modi Striva	unas	la	Mangas Modi Striva		las	Mangas Medianas de Mediana Calidad Matis
_64AE9682DDE6866B	icmamv_2	Chaleco Modi Striva	un	el	Chalecos Modi Striva		las	Chaleco Mediano de Mediana Calidad Matis
_C686BF45F7CD416D	icmm1bm_2	Mazo Modi Bristo	un	el	Mazos Modi Bristo		los	Mazo de Una Mano de Mediana Calidad Matis
_03D47B9CBD88F3DF	icmm1bs_2	Bastón Modi Bastón 	un	el	Bastones Modi Battoni 		los	Bastón de Una Mano de Mediana Calidad Matis
_AF964C8F7A36C8B5	icmm1pd_2	Daga Modi Limmel	una	la	Dagas Modi Limmel		las	Daga de Una Mano de Mediana Calidad Matis
_AF9AB808342F2913	icmm1ps_2	Lanza Modi Pálida	una	la	Lanzas Modi Pálidas		las	Lanza de Una Mano de Calidad Mediana Matis
_A8BC22DABFCBDF30	icmm1sa_2	Hacha Modi Haque	un	el	Hachas Modi Haques		las	Hacha de Una Mano de Calidad Mediana Matis
_85FE2081835A51D7	icmm1ss_2	Espada Modi Klyde	una	la	Espadas Modi Klydes		las	Espada de Una Mano de Mediana Calidad Matis
_4C00528143939EDD	icmm2bm_2	Mazo Modi Gondo	un	el	Mazos Modi Gondos		los	Two-handed Medium Quality Matis Long Mace
_374752CE0D456E58	icmm2pp_2	Pico Modi Krop	un	el	Pico Modi Krops 		los	Pico de Dos Manos de Calidad Mediana Matis
_6BE22F1C8A710737	icmm2sa_2	Hacha Modi Klouts	un	el	Hacha Modi Klouts		las	Hacha Larga de Dos Manos de Mediana Calidad Matis
_BDC88D43171974C0	icmm2ss_2	Espada Modi Slithe	una	la	Espadas		las	Espada Larga de Dos Manos de Mediana Calidad Matis
_30750694640A2455	icmr1b_2	Pistola de Arco Modi Riva	una	la	Pistolas de Arco Modi Riva		las	Pistola de Arco de Una Mano de Mediana Calidad Matis
_198E28732F76EEE4	icmr1p_2	Pistola Modi Maka	una	la	Pistolas Modi Maka		las	Pistola de Una Mano de Mediana Calidad Matis
_BEA8B18F115F49B8	icmr2a_2	Autolanzador Modi Morikov	un	el	Autolanzadores Modi Morikov		los	Autolanzador de Dos Manos de Mediana Calidad Matis
_9880407BE3EBBB3A	icmr2b_2	Rifle de Auto Modi Polta	un	el	Rifles de Arco Modi Polta		los	Rifle de Arco de Dos Manos de Mediana Calidad Matis
_DC42F06A1AEA2B31	icmr2l_2	Lanzador Modi Vulca	un	el	Lanzadores Modi Vulca		los	Lanzador de Dos Manos de Mediana Calidad Matis 
_087E735F8DDBD912	icmr2r_2	Rifle Modi Stylone	un	el	Rifles Modi Stylone		los	Rifle de Dos Manos de Mediana Calidad Matis
_A02DBA5CA268CC8B	ictacb_2	Botas Lor-Lithen	unas	la	Botas Lor-Lithen		las	Botas de Lanzador de Mediana Calidad Tryker
_8BE3E3DBB8A981F6	ictacg_2	Guantes Lor-Lithen	unos	el	Guantes Lor-Lithen		los	Guantes de Lanzador de Mediana Calidad Tryker
_242DB64E2658C88B	ictacp_2	Pantalones Lor-Lithen	unos	el	Pantalones Lor-Lithen		los	Pantalones de Lanzador de Mediana Calidad Tryker
_C82C30DEB3E22F85	ictacs_2	Mangas Lor-Lithen	unas	la	Mangas Lor-Lithen		las	Mangas de Lanzador de Mediana Calidad Tryker
_174AEE0A968A1141	ictacv_2	Chaleco Lor-Lithen	un	el	Chalecos Lor-Lithen		los	Chaleco de Lanzador de Mediana Calidad Tryker
_28F8DEFDDDE9B4CF	ictahb_2	Botas Lor-Tashok	unas	la	Botas Lor-Tashok		las	Botas Pesadas de Mediana Calidad Tryker
_73646BF0BABB26B1	ictahg_2	Guantes Lor-Tashok	unos	el	Guantes Lor-Tashok		los	Guantes Medianos de Mediana Calidad Tryker
_CF51D769DA2EF507	ictahh_2	Casco Lor-Tashok	un	el	Cascos Lor-Tashok		los	Casco Pesado de Mediana Calidad Tryker
_30F8DAEF61E9E4B3	ictahp_2	Pantalones Lor-Tashok	un	el	Pantalones Lor-Tashok		los	Pantalones Pesados de Mediana Calidad Tryker
_86ED1C01BE169782	ictahs_2	Mangas Lor-Tashok	unas	la	Mangas Lor-Tashok		las	Mangas Pesadas de Mediana Calidad Tryker
_5DAD95201812055E	ictahv_2	Chaleco Lor-Tashok	un	el	Chalecos Lor-Tashok		los	Chaleco Pesado de Mediana Calidad Tryker
_EAF8F6E12029F0C5	ictalb_2	Botas Lor-Tissan	unas	la	Botas Lor-Tissan		las	Botas Ligeras de Mediana Calidad Tryker
_32038FE67DEB0EC0	ictalg_2	Guantes Lor-Tissan	unos	el	Guantes Lor-Tissan		los	Guantes Livianos de Mediana Calidad Tryker
_F2F8F2D3A42920A9	ictalp_2	Pantalones Lor-Tissan	unos	el	Pantalones Lor-Tissan		los	Pantalones Livianos de Mediana Calidad Tryker
_092D38F34136CF78	ictals_2	Mangas Lor-Tissan	unas	la	Mangas Lor-Tissan		las	Mangas Ligeras de Mediana Calidad Tryker
_DA5EA11557723569	ictalv_2	Chaleco Lor-Tissan	unos	el	Chaleco Lor-Tissan		los	Chaleco Liviano de Mediana Calidad Tryker
_22BBDA4B6187D48F	ictamb_2	Botas Lor-Fabren 	unas	la	Botas Lor-Fabren		las	Botas Medianas de Mediana Calidad Tryker
_0AB28FDFBD8861FF	ictamg_2	Guantes Lor-Fabren	unos	el	Guantes Lor-Fabren		los	Guantes Medianos de Mediana Calidad Tryker
_A6BBD63DE577D08F	ictamp_2	Pantalones Lor-Fabren	unos	el	Pantalones Lor-Fabren		los	Pantalones Medianos de Mediana Calidad Tryker
_030C58DE3570776C	ictams_2	Mangas Lor-Fabren 	unas	la	Mangas Lor-Fabren		las	Mangas Medianas de Mediana Calidad Tryker
_17EB9212D378014F	ictamv_2	Chaleco Lor-Fabren	un	el	Chalecos Lor-Fabren		los	Chaleco Mediano de Mediana Calidad Tryker
_8C8A20D58E2EFA94	ictm1bm_2	Mazo Lor-Tumbler 	un	el	Mazos Lor-Tumbler		los	Mazo de Una Mano de Mediana Calidad Tryker
_4F1D423F9E93B421	ictm1bs_2	Bastón Lor-Brok	un	el	Bastones Lor-Brok		los	Bastón de Una Mano de Mediana Calidad Tryker
_4318E1B63B4643DC	ictm1pd_2	Daga Lor-Fyler	una	la	Dagas Lor-Fyler		las	Daga de Una Mano de Mediana Calidad Tryker
_D84EDE780158F2A4	ictm1ps_2	Lanza Lor-Pyker	una	la	Lanzas Lor-Pyker		las	Lanza de Una Mano de Mediana Calidad Tryker
_B83AD76671F4B03D	ictm1sa_2	Hacha Lor-Lopper 	un	el	Hachas Lor-Lopper 		las	Hacha de Una Mano de Mediana Calidad Tryker
_BE1EE98DD2FF57EF	ictm1ss_2	Espada Lor-Tanner	una	la	Espadas Lor-Tanner		las	Espada de Una Mano de Calidad Mediana Tryker
_B8833A5C0A0107C2	ictm2bm_2	Mazo Lor-Gaffer	un	el	Mazos Lor-Gaffer		los	Mazo Largo de Dos Manos de Mediana Calidad Tryker
_97ADF0C1AA059564	ictm2pp_2	Pico Lor-Jak 	un	el	Picos Lor-Jak		los	Pico de Dos Manos de Mediana Calidad Tryhker
_F0BE930091BC9557	ictm2sa_2	Hacha Lor-Weld	un	el	Hachas Lor-Weld		las	Hacha Larga de Dos Manos de Mediana Calidad Tryker
_3CD256FC6D1306E5	ictm2ss_2	Espada Lor-Flence	una	la	Espadas Lor-Flence		las	Espada Larga de Dos Manos de Mediana Calidad Tryker
_C005E508DE04D5FD	ictr1b_2	Pistola de Archo Lor-Fletcher	una	la	Pistolas de Arco Lor-Fletcher 		las	Pistola de Arco de Una Mano de Mediana Calidad Tryker
_51446BE5C40E5DB9	ictr1p_2	Pistola Lor-Rade	una	la	Pistolas Lor-Rade		las	Pistola de Una Manos de Mediana Calidad Tryker
_722D7A5A4A4DE44B	ictr2a_2	Autolanzador Lor-Rayler	un	el	Autolanzadores Lor-Rayler 		los	Autolanzador de Dos Manos de Mediana Calidad Tryker
_47DA0AFD21AE80EB	ictr2b_2	Rifle de Arco Lor-Flunker 	un	el	Rifles de Arco Lor-Flunker 		los	Rifle de Arco de Dos Manos de Mediana Calidad Tryker
_14A0AC9458478FB3	ictr2l_2	Lanzador Lor-Doomer 	un	el	Lanzadores Lor-Doomer 		los	Lanzador de Dos Manos de Mediana Calidad Tryker
_860CC96AC7610AF4	ictr2r_2	Rifle Lor-Boomer 	un	el	Rifles Lor-Boomer		los	Rifle de Dos Manos de Mediana Calidad Tryker
_9127035B1BA11DBB	iczacb_2	Botas Li'Lin-Ko 	unas	la	Botas Li'Lin-Ko 		las	Botas de Lanzador de Mediana Calidad Zoraï 
_E867A56D71B137FF	iczacg_2	Guantes Li'Lin-Ko 	unos	el	Guantes Li'Lin-Ko 		los	Guantes de Lanzador de Calidad Mediana Zoraï 
_CE283B5BDBC18DBA	iczacp_2	Pantalones Li'Lin-Ko 	unos	el	Pantalones Li'Lin-Ko 		los	Pantalones de Lanzador de Mediana Calidad Zoraï 
_8C10E23737744947	iczacs_2	Mangas Li'Lin-Ko 	unas	la	Mangas Li'Lin-Ko 		las	Mangas de Lanzador de Mediana Calidad Zoraï 
_620F018BF2F3A161	iczacv_2	Chaleco Li'Lin-Ko 	un	el	Chalecos Li'Lin-Ko 		los	Chaleco de Lanzador de Mediana Calidad Zoraï 
_D677B77D856358A5	iczahb_2	Botas Li'Tan-Ko 	unas	la	Botas Li'Tan-Ko 		las	Botas Pesadas de Mediana Calidad Zoraï 
_34D95C06767F6304	iczahg_2	Guantes Li'Tan-Ko 	unos	los	Guantes Li'Tan-Ko		los	Guantes Pesados de Mediana Calidad Zoraï 
_D76FB96DE5C971D1	iczahh_2	Casco Li'Tan-Ko 	un	el	Cascos Li'Tan-Ko 		los	Casco Pesado de Mediana Calidad  Zoraï
_53487F8B4583C8A4	iczahp_2	Pantalones Li'Tan-Ko	unos	el	Pantalones Li'Tan-Ko 		los	Pantalones Pesados de Mediana Calidad Zoraï 
_1E32863E3854AD77	iczahs_2	Mangas Li'Tan-Ko 	unas	la	Mangas Li'Tan-Ko		las	Mangas Pesadas de Mediana Calidad Zoraï 
_C35F4D9A7F4E1160	iczahv_2	Chaleco Li'Tan-Ko	un	el	Chalecos Li'Tan-Ko 		los	Chaleco Pesado de Mediana Calidad Zoraï 
_D2B7B76F87B220B7	iczalb_2	Botas Li'Nin-Ka 	unas	la	Botas Li'Nin-Ka 		las	Botas Livianas de Mediana Calidad Zoraï 
_B2D95CFB71DF7306	iczalg_2	Guantes Li'Nin-Ka 	unos	el	Guantes Li'Nin-Ka 		los	Guantes Ligeros de Mediana Calidad Zoraï 
_4F887F7D47D290B6	iczalp_2	Pantalones Li'Nin-Ka 	unos	el	Pantalones Li'Nin-Ka 		los	Pantalones Livianos de Mediana Calidad Zoraï 
_9CE26E3039947583	iczals_2	Mangas Li'Nin-Ka 	unas	la	Mangas Li'Nin-Ka 		las 	Mangas Ligeras de Mediana Calidad Zoraï
_C2BF5D8C7FCEE55E	iczalv_2	Chaleco Li'Nin-Ka	un	el	Chalecos Li'Nin-Ka 		los	Chaleco Liviano de Mediana Calidad Zoraï 
_8FC7034DDAC2F1B6	iczamb_2	Botas Li'Shaï-Don 	unas	la	Botas Li'Shaï-Don 		las	Botas Medianas de Mediana Calidad Zoraï 
_02CC7C26D8757102	iczamg_2	Guantes Li'Shaï-Don 	unos	el	Guantes Li'Shaï-Don 		los	Guantes Medianos de Mediana Calidad Zoraï 
_CB5C8FE77603C10C	iczamp_2	Pantalones Li'Shaï-Don 	unos	el	Panalones Li'Shaï-Don		los	Pantalones Medianos de Mediana Calidad Zoraï 
_56BB19ADBC073D42	iczams_2	Mangas Li'Shaï-Don 	unas	la	Mangas Li'Shaï-Don 		las	Mangas Medianas de Mediana Calidad Zoraï
_ACB292D249998AAD	iczamv_2	Chaleco Li'Shaï-Don 	un	el	Chalecos Li'Shaï-Don 		los	Chaleco Mediano de Mediana Calidad Zoraï 
_B829E071A6353DB5	iczm1bm_2	Mazo Li'Nanka 	un	el	Mazos Li'Nanka		los	Mazo de Una Mano de Calidad Mediana Zoraï
_26AF6A96D385A954	iczm1bs_2	Bastón Li'Shopan	un	el	Bastones Li'Shopan 		los	Bastones de Una Mano de Alta Calidad Zoraï
_8948E05C730BC1D3	iczm1pd_2	Daga Li'Lam 	una	la	Dagas Li'Lam 		las	Daga de Una Mano de Mediana Calidad Zoraï
_E705B13826155F69	iczm1ps_2	Lanza Li'Katoo 	una	la	Lanzas Li'Katoo 		las	Lanza de Una Mano de Mediana Calidad Zoraï 
_8AD4B48886A584DF	iczm1sa_2	Hacha Li'Chok 	un	el	Hachas Li'Chok 		las	Hacha de Una Mano de Mediana Calidad Zoraï
_A8F541496CD43F7A	iczm1ss_2	Espada Li'Kovan	una	la	Espadas Li'Kovan 		las	Espada de Una Mano de Mediana Calidad Zoraï
_3B6F6DD2F93739BF	iczm2bm_2	Mazo Li'Kanka	un	el	Mazos Li'Kanka		los	Mazo Largo de Dos Manos de Mediana Calidad Zoraï
_DF9C7A9D806A252F	iczm2pp_2	Pico Li'Pukatoo 	un	el	Picos Li'Pukatoo		los	Pico de Dos Manos de Mediana Calidad Zoraï
_6A8D9AEBD2FDC395	iczm2sa_2	Hacha Li'Kra-Cho 	una	el	Hachas Li'Kra-Cho		las	Hacha Larga de Dos Manos de Mediana Calidad Zoraï 
_00E61B16D20F764C	iczm2ss_2	Espada Li'Matchata 	una	la	Espadas Li'Matchata 		las	Espadas Largas de Dos Manos de Mediana Calidad Zoraï
_0F2BB617E6C0C686	iczr1b_2	Pistola de Arco Li'Zin-Kan	una	la	Pistolas de Arco Li'Zin-Kan		las	Pistola de Arco de Una Mano de Mediana Calidad Zoraï
_34D9531443B2C794	iczr1p_2	Pistola Li'Tchaï 	una	la	Pistolas Li'Tchaïs 		las	Pistola de Una Mano de Calidad Mediana Zoraï
_4AF1F9B9D34547DE	iczr2a_2	Autolanzador Li'Mo-Ka 	un	el	Autolanzadores Li'Mo-Ka		los	Autolanzador de Dos Manos de Calidad Mediana Zoraï 
_CBE2C532878B98C7	iczr2b_2	Rifle de Arco Li'Ma-Kam 	un	el	Rifles de Arco Li'Ma-Kam 		los	Rifle de Arco de Dos Manos de Mediana Calidad Zoraï 
_814D0F8AE06A9A49	iczr2l_2	Lanzador Li'Ba-Zoon 	un	el	Lanzadores Li'Ba-Zoon 		los	Lanzador de Dos Manos de Mediana Calidad Zoraï 
_6197AE357C0C77A1	iczr2r_2	Rifle Li'Shoy-Ton 	un	el	Rifles Li'Shoy-Ton 		las	Rifle de Dos Manos de Calidad Mediana Zoraï 
_05279034E96815A8	icfacb_3	Botas Drogyx 	una	la	Botas Drogyx 		las	Botas de Lanzador de Alta Calidad Fyros
_D1452DD50A23F7AB	icfacg_3	Guantes Drogyx 	unos	el	Guantes Drogyx 		los	Guantes de Lanzador de Alta Calidad Fyros
_C547C018F1684DA8	icfacp_3	Pantalones Drogyx 	unos	el	Pantalones Drogyx		los	Pantalones de Lanzador de Alta Calidad Fyros 
_43FBD28478112C7A	icfacs_3	Mangas Drogyx 	unas	la	Mangas Drogyx 		las	Mangas de Lanzador de Alta Calidad Fyros
_E2A1D94863195392	icfacv_3	Chaleco Drogyx 	un	la	Chalecos Drogyx 		los	Chaleco de Lanzador de Alta Calidad Fyros
_CB73FD94C47644B4	icfahb_3	Botas Kostomyx 	unas	la	Botas Kostomyx 		las	Botas Pesadas de Alta Calidad Fyros
_786C28B2D3D774B4	icfahg_3	Guantes Kostomyx 	unos	el	Guantes Kostomyx 		los	Guantes Pesados de Alta Calidad Fyros
_1D371A7A1A22153B	icfahh_3	Casco Kostomyx 	un	el	Cascos Kostomyx 		los	Casco Pesdo de Alta Calidad Fyros
_0F933594C46640B4	icfahp_3	Pantalones Kostomyx 	unos	el	Pantalones Kostomyx 		los	Pantalones Pesados de Alta Calidad Fyros
_E3CD95A14C402E89	icfahs_3	Mangas Kostomyx 	unas	la	Mangas Kostomyx 		las	Mangas Pesadas de Alta Calidad Fyros
_AB90187DBC811592	icfahv_3	Chaleco Kostomyx 	un	el	Chalecos Kostomyx 		los	Chaleco Pesado de Alta Calidad Fyros
_1AF54024FBC7EFC2	icfalb_3	Botas Hobenyx 	unas	la	Botas Hobenyx 		las	Botas Livianas de Alta Calidad Fyros
_5454D9AF32A55C9C	icfalg_3	Guantes Hobenyx 	unos	el	Guantes Hobenyx 		los	Guantes Ligeros de Mediana Calidad Fyros
_57E64032FBC727C1	icfalp_3	Pantalones Hobenyx 	unos	el	Pantalones Hobenyx 		los	Pantalones Livianos de Alta Calidad Fyros 
_38D784E87DF7744A	icfals_3	Mangas Hobenyx 	unas	la	Mangas Hobenyx 		las	Mangas Livianas de Alta Calidad Fyros
_AB35A1E89F834039	icfalv_3	Chaleco Hobenyx 	un	el	Chalecos Hobenyx 		los	Chaleco Liviano de Alta Calidad Fyros
_1AC7C9D0FB90EBC4	icfamb_3	Botas Rilonyx	unas	la	Botas Rilonyx 		las	Botas Altas de Superior Calidad Fyros
_1E50F4C7EED690CC	icfamg_3	Guantes Rilonyx 	unos	el	Guantes Rilonyx 		los	Guantes Altos de Superior Calidad Fyros
_9F3711E8FB9023CE	icfamp_3	Pantalones Rilonyx 	unos	el	Pantalones Rilonyx 		los	Pantalones Altos de Superior Calidad Fyros
_BF66B0EEBB28697E	icfams_3	Mangas Rilonyx 	unas	la	Mangas Rilonyx 		las	Mangas Altas de Superior Calidad Fyros
_EF56AD328A8340C6	icfamv_3	Chaleco Rilonyx 	un	el	Chalecos Rilonyx		los	Chaleco Alto de Superior Calidad Fyros 
_8206D96E2FF36D1E	icfm1bm_3	Mazo Massonyx 	un	el	Mazos Massonyx 		los	Mazo de Una Mano de Alta Calidad Fyros
_242D59283356951C	icfm1bs_3	Bastón Talusyx 	un	el	Bastones Talusyx 		los	Bastón de Una Mano de Superior Calidad Fyros
_DFE740E144382563	icfm1pd_3	Daga Jabyx 	una	la	Dagas Jabyx 		las	Daga de Una Mano de Superior Calidad Fyros
_2B1D45243396AD17	icfm1ps_3	Lanza Kronkyx 	una	la	Lanzas Kronkyx 		las	Lanza de Una Mano de Superior Calidad Fyros
_EB5C39A85E418D43	icfm1sa_3	Hacha Clevenyx 	un	el	Hachas Clevenyx 		las	Hacha de Una Mano de Superior Calidad Fyros
_E5207CD03494752F	icfm1ss_3	Espada Blamyx 	una	la	Espadas Blamyx 		las	Espada de Una Mano de Superior Calidad Fyros
_86E902221BE56D03	icfm2bm_3	Mazo Hampyx 	un	el	Mazos Hampyx 		los	Mazos Largos de Dos Manos de Superior Calidad Fyros
_49A9057670648925	icfm2pp_3	Pico Punnelyx 	un	el	Picos Punnelyx 		los	Pico de Dos Manos de Superior Calidad Fyros
_AB0B6AD3E6BA71E5	icfm2sa_3	Hacha Retchyx	un	el	Hachas Retchyx 		las	Hacha Larga de Dos Manos de Superior Calidad Fyros
_5F8CE6258337CBFC	icfm2ss_3	Espada Stavonyx 	una	la	Espadas Stavonyx 		las	Espada Larga de Dos Manos de Superior Calidad Fyros
_F101D18EBE9D0AF1	icfr1b_3	Pistola de Arco Koltonyx 	una	la	Pistolas Koltonyx 		las	Pistola de Arco de Una Mano de Alta Calidad Fyros
_1029F3FDC0357D7F	icfr1p_3	Pistola Rimelyx 	una	la	Pistolas Rimelyx 		las	Pistola de Una Mano de Superior Calidad Fyros
_25F2A0CCD45ACBC6	icfr2a_3	Autolanzador Fraseryx 	un	el	Autolanzadores Fraseryx 		los	Autolanzador de Dos Manos de Superior Calidad Fyros
_AE30D458F0F1E2DD	icfr2b_3	Rifle de Arco Strabusyx 	un	el	Rifle de Arco Strabusyx 		los	Rifle de Arco de Dos Manos de Superior Calidad Fyros 
_53CEF30591FB9539	icfr2l_3	Lanzador Brazeryx 	un	el	Autolanzador Brazeryx 		los	Lanzador de Dos Manos de Superior Calidad Fyros
_AB186DF674F5D0E8	icfr2r_3	Rifle Strammelyx 	un	el	Rifles Strammelyx 		los	Rifle de Dos Manos de Superior Calidad Fyros
_6F06477554CA0144	icmacb_3	Botas Kara Vestini 	unas	la	Botas Kara Vestini 		las	Botas de Lanzador de Superior Calidad Matis
_B794DD5DDEF93AC6	icmacg_3	Guantes Kara Vestini 	unos	el	Guantes Kara Vestini 		los	Guantes de Lanzador de Superior Calidad Matis
_F3064775D40AA536	icmacp_3	Pantalones Kara Vestini 	unos	el	Pantalones Kara Vestini 		los	Pantalones de Lanzador de Superior Calidad Matis
_35B3CE168E128F2E	icmacs_3	Mangas Kara Vestini 	unas	la	Mangas Kara Vestini 		las	Mangas de Lanzador de Superior Calidad Matis
_6EFBBC1878D5823F	icmacv_3	Chaleco Kara Vestini 	un	el	Chalecos Kara Vestini 		los	Chaleco Lanzador de Superior Calidad Matis
_9779399ABBC58D97	icmahb_3	Botas Kara Parok 	unas	la	Botas Kara Parok 		las	Botas Pesadas de Alta Calidad Matis
_A9186CF1ADDAC0C8	icmahg_3	Guantes Kara Parok 	unos	el	Guantes Kara Parok 		los	Guantes Pesados de Alta Calidad Matis
_31F32968DA14A689	icmahh_3	Casco Kara Parok 	un	el	Cascos Kara Parok 		los	Casco Pesado de Superior Calidad Matis
_1B69FD9A3FC5C189	icmahp_3	Pantalones Kara Parok 	unos	el	Pantalones Kara Parok 		los	Pantalones Pesados de Alta Calidad Matis
_9D5EC703D55879BA	icmahs_3	Mangas Kara Parok 	unas	la	Mangas Kara Parok 		los	Mangas Pesadas de Alta Calidad Matis
_0E542ABA46AF006D	icmahv_3	Chaleco Kara Parok 	un	el	Chalecos Kara Parok 		los	Chaleco Pesado de Alta Calidad Matis
_9EBB1BF07D55802A	icmalb_3	Botas Kara Wiva 	unas	la	Botas Kara Wiva 		las	Botas Ligeras de Superior Calidad Matis
