# Ryzom chat emoji table -- GENERATED, do not edit by hand.
# Regenerate with tools/emoji/gen_emoji_table.py
# Put local corrections in emoji_overrides.txt instead; it is
# loaded afterwards and wins.
# name\tcodepoints(hex)\timage-stem (client appends .tga)
+1	1f44d	emoji_u1f44d
u7121	1f21a	emoji_u1f21a
u7533	1f238	emoji_u1f238
u7981	1f232	emoji_u1f232
ufo	1f47d	emoji_u1f47d
ugh	1f90c	emoji_u1f90c
ugly	1f9a2	emoji_u1f9a2
ultimate	1f94f	emoji_u1f94f
umbrella	2602	emoji_u2602
umbrella_with_rain	2614	emoji_u2614
umm	1f4ac	emoji_u1f4ac
unamused	1f612	emoji_u1f612
unbounded	267e	emoji_u267e
uncomfortable	1fae6	emoji_u1fae6
underage	1f51e	emoji_u1f51e
underarm	1f94e	emoji_u1f94e
underwater	1fae7	emoji_u1fae7
uneven	1f974	emoji_u1f974
unicorn	1f984	emoji_u1f984
universal	267e	emoji_u267e
unlocked	1f513	emoji_u1f513
unlucky	1f408 200d 2b1b	emoji_u1f408_200d_2b1b
unread_mail	1f4ec	emoji_u1f4ec
unsure	1fae4	emoji_u1fae4
up	2b06	emoji_u2b06
up_button	1f53c	emoji_u1f53c
up_down	2195	emoji_u2195
upper_left	2196	emoji_u2196
upper_right	2197	emoji_u2197
upside_down	1f643	emoji_u1f643
upvote	1f53c	emoji_u1f53c
upwards_trend	1f4c8	emoji_u1f4c8
vacancy	1f233	emoji_u1f233
vampire	1f9db	emoji_u1f9db
vase	1f3fa	emoji_u1f3fa
vat	1faa3	emoji_u1faa3
vehicle	1f6de	emoji_u1f6de
vertical_traffic_light	1f6a6	emoji_u1f6a6
vertically	1f642 200d 2195	emoji_u1f642_200d_2195
very_angry	1f621	emoji_u1f621
vest	1f9ba	emoji_u1f9ba
vhs	1f4fc	emoji_u1f4fc
vibrate	1fae8	emoji_u1fae8
vibration_mode	1f4f3	emoji_u1f4f3
victory	270c	emoji_u270c
vicuna	1f999	emoji_u1f999
vicuña	1f999	emoji_u1f999
video_camera	1f4f9	emoji_u1f4f9
video_game	1f3ae	emoji_u1f3ae
video_recorder	1f4f9	emoji_u1f4f9
videocassette	1f4fc	emoji_u1f4fc
view	1fa9f	emoji_u1fa9f
viewer	1faf5	emoji_u1faf5
violet	1fabb	emoji_u1fabb
violin	1f3bb	emoji_u1f3bb
virgo	264d	emoji_u264d
vise	1f5dc	emoji_u1f5dc
voicemail	27bf	emoji_u27bf
volcano	1f30b	emoji_u1f30b
volleyball	1f3d0	emoji_u1f3d0
volume	1f39a	emoji_u1f39a
vomit	1f92e	emoji_u1f92e
vomiting	1f92e	emoji_u1f92e
vs	1f19a	emoji_u1f19a
waffle	1f9c7	emoji_u1f9c7
wait_one_second	261d	emoji_u261d
walking	1f6b6	emoji_u1f6b6
wall	1f9f1	emoji_u1f9f1
wand	1fa84	emoji_u1fa84
waning_crescent_moon	1f318	emoji_u1f318
waning_gibbous_moon	1f316	emoji_u1f316
warm	1f321	emoji_u1f321
warning	26a0	emoji_u26a0
warrior	1fa96	emoji_u1fa96
wastebasket	1f5d1	emoji_u1f5d1
watch	231a	emoji_u231a
water_buffalo	1f403	emoji_u1f403
water_closet	1f6be	emoji_u1f6be
water_drop	1f4a7	emoji_u1f4a7
water_polo	1f93d	emoji_u1f93d
watermelon	1f349	emoji_u1f349
wave	1f44b	emoji_u1f44b
wavy	1f974	emoji_u1f974
wavy_dash	3030	emoji_u3030
waxing	1f312	emoji_u1f312
waxing_crescent_moon	1f312	emoji_u1f312
waxing_moon	1f314	emoji_u1f314
way	1f92f	emoji_u1f92f
wc	1f6be	emoji_u1f6be
wealthy	1f9d0	emoji_u1f9d0
weapon	1fa83	emoji_u1fa83
weary	1f629	emoji_u1f629
weary_cat	1f640	emoji_u1f640
web	1f578	emoji_u1f578
wedding	1f492	emoji_u1f492
weight_lift	1f3cb	emoji_u1f3cb
welcome	1f64f	emoji_u1f64f
welding	1f97d	emoji_u1f97d
well	2764 200d 1fa79	emoji_u2764_200d_1fa79
west	2b05	emoji_u2b05
whale	1f433	emoji_u1f433
wheel	1f6de	emoji_u1f6de
wheel_of_dharma	2638	emoji_u2638
wheelchair	267f	emoji_u267f
wheels	1f6f9	emoji_u1f6f9
whisper	1f62e 200d 1f4a8	emoji_u1f62e_200d_1f4a8
whistle	1f62e 200d 1f4a8	emoji_u1f62e_200d_1f4a8
white_and_black_square	1f532	emoji_u1f532
white_cane	1f9af	emoji_u1f9af
white_circle	26aa	emoji_u26aa
white_flag	1f3f3	emoji_u1f3f3
white_flower	1f4ae	emoji_u1f4ae
white_heart	1f90d	emoji_u1f90d
white_large_square	2b1c	emoji_u2b1c
white_medium_small_square	25fd	emoji_u25fd
white_medium_square	25fb	emoji_u25fb
white_small_square	25ab	emoji_u25ab
whoops	1f92d	emoji_u1f92d
why	1f97a	emoji_u1f97a
wi_fi	1f6dc	emoji_u1f6dc
wifi	1f6dc	emoji_u1f6dc
wild	1f966	emoji_u1f966
wilted_flower	1f940	emoji_u1f940
wind	1f343	emoji_u1f343
wind_chime	1f390	emoji_u1f390
window	1fa9f	emoji_u1fa9f
windy	1f32c	emoji_u1f32c
wine	1f377	emoji_u1f377
wing	1fabd	emoji_u1fabd
wink	1f609	emoji_u1f609
winner	1f3c6	emoji_u1f3c6
winter	1fabe	emoji_u1fabe
wireless	1f6dc	emoji_u1f6dc
wise	1f9d3	emoji_u1f9d3
wisent	1f9ac	emoji_u1f9ac
wish	1f320	emoji_u1f320
wish_tree	1f38b	emoji_u1f38b
wishbone	1f9b4	emoji_u1f9b4
witness	1f441 200d 1f5e8	emoji_u1f441_200d_1f5e8
wlan	1f6dc	emoji_u1f6dc
woah	1f635 200d 1f4ab	emoji_u1f635_200d_1f4ab
wolf	1f43a	emoji_u1f43a
woman	1f469	emoji_u1f469
woman_artist	1f469 200d 1f3a8	emoji_u1f469_200d_1f3a8
woman_astronaut	1f469 200d 1f680	emoji_u1f469_200d_1f680
woman_bald	1f469 200d 1f9b2	emoji_u1f469_200d_1f9b2
woman_beard	1f9d4 200d 2640	emoji_u1f9d4_200d_2640
woman_biking	1f6b4 200d 2640	emoji_u1f6b4_200d_2640
woman_blond_hair	1f471 200d 2640	emoji_u1f471_200d_2640
woman_bouncing_ball	26f9 200d 2640	emoji_u26f9_200d_2640
woman_bowing	1f647 200d 2640	emoji_u1f647_200d_2640
woman_cartwheeling	1f938 200d 2640	emoji_u1f938_200d_2640
woman_climbing	1f9d7 200d 2640	emoji_u1f9d7_200d_2640
woman_construction_worker	1f477 200d 2640	emoji_u1f477_200d_2640
woman_cook	1f469 200d 1f373	emoji_u1f469_200d_1f373
woman_curly_hair	1f469 200d 1f9b1	emoji_u1f469_200d_1f9b1
woman_detective	1f575 200d 2640	emoji_u1f575_200d_2640
woman_elf	1f9dd 200d 2640	emoji_u1f9dd_200d_2640
woman_facepalming	1f926 200d 2640	emoji_u1f926_200d_2640
woman_factory_worker	1f469 200d 1f3ed	emoji_u1f469_200d_1f3ed
woman_fairy	1f9da 200d 2640	emoji_u1f9da_200d_2640
woman_farmer	1f469 200d 1f33e	emoji_u1f469_200d_1f33e
woman_feeding_baby	1f469 200d 1f37c	emoji_u1f469_200d_1f37c
woman_firefighter	1f469 200d 1f692	emoji_u1f469_200d_1f692
woman_frowning	1f64d 200d 2640	emoji_u1f64d_200d_2640
woman_genie	1f9de 200d 2640	emoji_u1f9de_200d_2640
woman_gesturing_no	1f645 200d 2640	emoji_u1f645_200d_2640
woman_gesturing_ok	1f646 200d 2640	emoji_u1f646_200d_2640
woman_getting_haircut	1f487 200d 2640	emoji_u1f487_200d_2640
woman_getting_massage	1f486 200d 2640	emoji_u1f486_200d_2640
woman_golfing	1f3cc 200d 2640	emoji_u1f3cc_200d_2640
woman_guard	1f482 200d 2640	emoji_u1f482_200d_2640
woman_health_worker	1f469 200d 2695	emoji_u1f469_200d_2695
woman_in_lotus_position	1f9d8 200d 2640	emoji_u1f9d8_200d_2640
woman_in_manual_wheelchair	1f469 200d 1f9bd	emoji_u1f469_200d_1f9bd
woman_in_manual_wheelchair_facing_right	1f469 200d 1f9bd 200d 27a1	emoji_u1f469_200d_1f9bd_200d_27a1
woman_in_motorized_wheelchair	1f469 200d 1f9bc	emoji_u1f469_200d_1f9bc
woman_in_motorized_wheelchair_facing_right	1f469 200d 1f9bc 200d 27a1	emoji_u1f469_200d_1f9bc_200d_27a1
woman_in_steamy_room	1f9d6 200d 2640	emoji_u1f9d6_200d_2640
woman_in_tuxedo	1f935 200d 2640	emoji_u1f935_200d_2640
woman_judge	1f469 200d 2696	emoji_u1f469_200d_2696
woman_juggling	1f939 200d 2640	emoji_u1f939_200d_2640
woman_kneeling	1f9ce 200d 2640	emoji_u1f9ce_200d_2640
woman_kneeling_facing_right	1f9ce 200d 2640 200d 27a1	emoji_u1f9ce_200d_2640_200d_27a1
woman_lifting_weights	1f3cb 200d 2640	emoji_u1f3cb_200d_2640
woman_mage	1f9d9 200d 2640	emoji_u1f9d9_200d_2640
woman_mechanic	1f469 200d 1f527	emoji_u1f469_200d_1f527
woman_mountain_biking	1f6b5 200d 2640	emoji_u1f6b5_200d_2640
woman_office_worker	1f469 200d 1f4bc	emoji_u1f469_200d_1f4bc
woman_pilot	1f469 200d 2708	emoji_u1f469_200d_2708
woman_playing_handball	1f93e 200d 2640	emoji_u1f93e_200d_2640
woman_playing_water_polo	1f93d 200d 2640	emoji_u1f93d_200d_2640
woman_police_officer	1f46e 200d 2640	emoji_u1f46e_200d_2640
woman_pouting	1f64e 200d 2640	emoji_u1f64e_200d_2640
woman_raising_hand	1f64b 200d 2640	emoji_u1f64b_200d_2640
woman_red_hair	1f469 200d 1f9b0	emoji_u1f469_200d_1f9b0
woman_rowing_boat	1f6a3 200d 2640	emoji_u1f6a3_200d_2640
woman_running	1f3c3 200d 2640	emoji_u1f3c3_200d_2640
woman_running_facing_right	1f3c3 200d 2640 200d 27a1	emoji_u1f3c3_200d_2640_200d_27a1
woman_scientist	1f469 200d 1f52c	emoji_u1f469_200d_1f52c
woman_shrugging	1f937 200d 2640	emoji_u1f937_200d_2640
woman_singer	1f469 200d 1f3a4	emoji_u1f469_200d_1f3a4
woman_standing	1f9cd 200d 2640	emoji_u1f9cd_200d_2640
woman_student	1f469 200d 1f393	emoji_u1f469_200d_1f393
woman_superhero	1f9b8 200d 2640	emoji_u1f9b8_200d_2640
woman_supervillain	1f9b9 200d 2640	emoji_u1f9b9_200d_2640
woman_surfing	1f3c4 200d 2640	emoji_u1f3c4_200d_2640
woman_swimming	1f3ca 200d 2640	emoji_u1f3ca_200d_2640
woman_teacher	1f469 200d 1f3eb	emoji_u1f469_200d_1f3eb
woman_technologist	1f469 200d 1f4bb	emoji_u1f469_200d_1f4bb
woman_tipping_hand	1f481 200d 2640	emoji_u1f481_200d_2640
woman_vampire	1f9db 200d 2640	emoji_u1f9db_200d_2640
woman_walking	1f6b6 200d 2640	emoji_u1f6b6_200d_2640
woman_walking_facing_right	1f6b6 200d 2640 200d 27a1	emoji_u1f6b6_200d_2640_200d_27a1
woman_wearing_turban	1f473 200d 2640	emoji_u1f473_200d_2640
woman_white_hair	1f469 200d 1f9b3	emoji_u1f469_200d_1f9b3
woman_with_headscarf	1f9d5	emoji_u1f9d5
woman_with_veil	1f470 200d 2640	emoji_u1f470_200d_2640
woman_with_white_cane	1f469 200d 1f9af	emoji_u1f469_200d_1f9af
woman_with_white_cane_facing_right	1f469 200d 1f9af 200d 27a1	emoji_u1f469_200d_1f9af_200d_27a1
woman_zombie	1f9df 200d 2640	emoji_u1f9df_200d_2640
women_couple	1f46d	emoji_u1f46d
women_with_bunny_ears	1f46f 200d 2640	emoji_u1f46f_200d_2640
women_wrestling	1f93c 200d 2640	emoji_u1f93c_200d_2640
womens	1f6ba	emoji_u1f6ba
wood	1fab5	emoji_u1fab5
woodwind	1fa88	emoji_u1fa88
woof	1f415	emoji_u1f415
wool	1f999	emoji_u1f999
wooly	1f9a3	emoji_u1f9a3
woozy_face	1f974	emoji_u1f974
work_in_progress	1f6a7	emoji_u1f6a7
work_out	1f3cb	emoji_u1f3cb
working_on_it	1f6e0	emoji_u1f6e0
world_map	1f5fa	emoji_u1f5fa
worm	1fab1	emoji_u1fab1
worried	1f61f	emoji_u1f61f
worry	1fae6	emoji_u1fae6
wrapped	1fad4	emoji_u1fad4
wrench	1f527	emoji_u1f527
wrestling	1f93c	emoji_u1f93c
writing	270d	emoji_u270d
wrong	274c	emoji_u274c
wrong_way	26d4	emoji_u26d4
www	1f310	emoji_u1f310
x	274e	emoji_u274e
x_ray	1fa7b	emoji_u1fa7b
xmas	1f9d1 200d 1f384	emoji_u1f9d1_200d_1f384
xray	1fa7b	emoji_u1fa7b
yacht	1f6f3	emoji_u1f6f3
yam	1f360	emoji_u1f360
yarn	1f9f6	emoji_u1f9f6
yawn	1f971	emoji_u1f971
yawning	1f971	emoji_u1f971
yawning_face	1f971	emoji_u1f971
yellow	1f7e1	emoji_u1f7e1
yellow_circle	1f7e1	emoji_u1f7e1
yellow_heart	1f49b	emoji_u1f49b
yellow_large_square	1f7e8	emoji_u1f7e8
yen_banknotes	1f4b4	emoji_u1f4b4
yin_yang	262f	emoji_u262f
yo_yo	1fa80	emoji_u1fa80
young	1f9d2	emoji_u1f9d2
younger	1f9d2	emoji_u1f9d2
yuebing	1f96e	emoji_u1f96e
yum	1f60b	emoji_u1f60b
yurt	1f6d6	emoji_u1f6d6
yuèbǐng	1f96e	emoji_u1f96e
zany	1f92a	emoji_u1f92a
zany_face	1f92a	emoji_u1f92a
zap	26a1	emoji_u26a1
zebra	1f993	emoji_u1f993
zero	0030 20e3	emoji_u0030_20e3
zest	1f34b 200d 1f7e9	emoji_u1f34b_200d_1f7e9
zip	1f90c	emoji_u1f90c
zip_it	1f910	emoji_u1f910
zombie	1f9df	emoji_u1f9df
zori	1fa74	emoji_u1fa74
zzz	1f4a4	emoji_u1f4a4
zōri	1fa74	emoji_u1fa74
