creature ID	name	ia	da	cc	pr	p	pia	pda
chjle3	Roaring Mektoub Packer	a	the			Roaring Mektoub Packers		the
chjle4	Huge Mektoub Packer	a	the			Huge Mektoub Packers		the
chjlf1	Huge Mektoub Packer	a	the			Huge Mektoub Packers		the
chjlf2	Awesome Mektoub Packer	an	the			Awesome Mektoub Packers		the
chjlf3	Assassin Mektoub Packer	an	the			Assassin Mektoub Packers		the
chjpa1	Murky Mektoub Packer	a	the			Murky Mektoub Packers		the
chjpa2	Nocturnal Mektoub Packer	a	the			Nocturnal Mektoub Packers		the
chjpa3	Sullen Mektoub Packer	a	the			Sullen Mektoub Packers		the
chjpa4	Lugubrious Mektoub Packer	a	the			Lugubrious Mektoub Packers		the
chjpb1	Lugubrious Mektoub Packer	a	the			Lugubrious Mektoub Packers		the
chjpb2	Dreadful Mektoub Packer	a	the			Dreadful Mektoub Packers		the
chjpb3	Doleful Mektoub Packer	a	the			Doleful Mektoub Packers		the
chjpb4	Morbid Mektoub Packer	a	the			Morbid Mektoub Packers		the
chjpc1	Morbid Mektoub Packer	a	the			Morbid Mektoub Packers		the
chjpc2	Leering Mektoub Packer	a	the			Leering Mektoub Packers		the
chjpc3	Prime Root Mektoub Packer	a	the			Prime Root Mektoub Packers		the
chjpc4	Grunting Mektoub Packer	a	the			Grunting Mektoub Packers		the
chjpd1	Grunting Mektoub Packer	a	the			Grunting Mektoub Packers		the
chjpd2	Howling Mektoub Packer	a	the			Howling Mektoub Packers		the
chjpd3	Malignant Mektoub Packer	a	the			Malignant Mektoub Packers		the
chjpd4	Clammy Mektoub Packer	a	the			Clammy Mektoub Packers		the
chjpe1	Clammy Mektoub Packer	a	the			Clammy Mektoub Packers		the
chjpe2	Wicked Mektoub Packer	a	the			Wicked Mektoub Packers		the
chjpe3	Dark-eyed Mektoub Packer	a	the			Dark-eyed Mektoub Packers		the
chjpe4	Bloodthirsty Mektoub Packer	a	the			Bloodthirsty Mektoub Packers		the
chjpf1	Bloodthirsty Mektoub Packer	a	the			Bloodthirsty Mektoub Packers		the
chjpf2	Horrifying Mektoub Packer	a	the			Horrifying Mektoub Packers		the
chjpf3	Fiendish Mektoub Packer	a	the			Fiendish Mektoub Packers		the
chkda1	Satiated Timari	a	the			Satiated Timaris		the
chkda2	Overfed Timari	an	the			Overfed Timaris		the
chkda3	Crammed Timari	a	the			Crammed Timaris		the
chkda4	Docile Timari	a	the			Docile Timaris		the
chkdb1	Docile Timari	a	the			Docile Timaris		the
chkdb2	Bloated Timari	a	the			Bloated Timaris		the
chkdb3	Replete Timari	a	the			Replete Timaris		the
chkdb4	Sand Timari	a	the			Sand Timaris		the
chkdc1	Sand Timari	a	the			Sand Timaris		the
chkdc2	Lesser Timari	a	the			Lesser Timaris		the
chkdc3	Desert Timari	a	the			Desert Timaris		the
chkdc4	Quenched Timari	a	the			Quenched Timaris		the
chkdd1	Quenched Timari	a	the			Quenched Timaris		the
chkdd2	Common Timari	a	the			Common Timaris		the
chkdd3	Dehydrated Timari	a	the			Dehydrated Timaris		the
chkdd4	Famished Timari	a	the			Famished Timaris		the
chkde1	Famished Timari	a	the			Famished Timaris		the
chkde2	Scouring Timari	a	the			Scouring Timaris		the
chkde3	Panting Timari	a	the			Panting Timaris		the
chkde4	Scrounging Timari	a	the			Scrounging Timaris		the
chkdf1	Scrounging Timari	a	the			Scrounging Timaris		the
chkdf2	Volatile Timari	a	the			Volatile Timaris		the
chkdf3	Starving Timari	a	the			Starving Timaris		the
chkga1	Pure Timari	a	the			Pure Timaris		the
chkga2	Unpolluted Timari	an	the			Unpolluted Timaris		the
chkga3	Corrupt Timari	a	the			Corrupt Timaris		the
chkga4	Contaminated Timari	a	the			Contaminated Timaris		the
chkgb1	Contaminated Timari	a	the			Contaminated Timaris		the
chkgb2	Infected Timari	an	the			Infected Timaris		the
chkgb3	Tainted Timari	a	the			Tainted Timaris		the
chkgb4	Foul Timari	a	the			Foul Timaris		the
chkgc1	Foul Timari	a	the			Foul Timaris		the
chkgc2	Sullied Timari	a	the			Sullied Timaris		the
chkgc3	Blighted Timari	a	the			Blighted Timaris		the
chkgc4	Poisoned Timari	a	the			Poisoned Timaris		the
chkgd1	Poisoned Timari	a	the			Poisoned Timaris		the
chkgd2	Sickly Timari	a	the			Sickly Timaris		the
chkgd3	Fusty Timari	a	the			Fusty Timaris		the
chkgd4	Pestiferous Timari	a	the			Pestiferous Timaris		the
chkge1	Pestiferous Timari	a	the			Pestiferous Timaris		the
chkge2	Ravaged Timari	a	the			Ravaged Timaris		the
chkge3	Repulsive Timari	a	the			Repulsive Timaris		the
chkge4	Viscous Timari	a	the			Viscous Timaris		the
chkgf1	Viscous Timari	a	the			Viscous Timaris		the
chkgf2	Demented Timari	a	the			Demented Timaris		the
chkgf3	Fiendish Timari	a	the			Fiendish Timaris		the
chkja1	Domesticated Timari	a	the			Domesticated Timaris		the
chkja2	Submissive Timari	a	the			Submissive Timaris		the
chkja3	Meek Timari	a	the			Meek Timaris		the
chkja4	Docile Timari	a	the			Docile Timaris		the
chkjb1	Docile Timari	a	the			Docile Timaris		the
chkjb2	Calm Timari	a	the			Calm Timaris		the
chkjb3	Sluggish Timari	a	the			Sluggish Timaris		the
chkjb4	Timorous Timari	a	the			Timorous Timaris		the
chkjc1	Timorous Timari	a	the			Timorous Timaris		the
chkjc2	Swamp Timari	a	the			Swamp Timaris		the
chkjc3	Jungle Timari	a	the			Jungle Timaris		the
chkjc4	Vigilent Timari	a	the			Vigilent Timaris		the
chkjd1	Vigilent Timari	a	the			Vigilent Timaris		the
chkjd2	Lampooning Timari	a	the			Lampooning Timaris		the
chkjd3	Vile Timari	a	the			Vile Timaris		the
chkjd4	Clammy Timari	a	the			Clammy Timaris		the
chkje1	Clammy Timari	a	the			Clammy Timaris		the
chkje2	Rattled Timari	a	the			Rattled Timaris		the
chkje3	Savage Timari	a	the			Savage Timaris		the
chkje4	Raging Timari	a	the			Raging Timaris		the
chlda1	Satiated Yelk	a	the			Satiated Yelks		the
chlda2	Overfed Yelk	an	the			Overfed Yelks		the
chlda3	Crammed Yelk	a	the			Crammed Yelks		the
chlda4	Docile Yelk	a	the			Docile Yelks		the
chldb1	Docile Yelk	a	the			Docile Yelks		the
chldb2	Bloated Yelk	a	the			Bloated Yelks		the
chldb3	Replete Yelk	a	the			Replete Yelks		the
chldb4	Sand Yelk	a	the			Sand Yelks		the
chldc1	Sand Yelk	a	the			Sand Yelks		the
chldc2	Lesser Yelk	a	the			Lesser Yelks		the
chldc3	Desert Yelk	a	the			Desert Yelks		the
chldc4	Quenched Yelk	a	the			Quenched Yelks		the
chldd1	Quenched Yelk	a	the			Quenched Yelks		the
chldd2	Common Yelk	a	the			Common Yelks		the
chldd3	Dehydrated Yelk	a	the			Dehydrated Yelks		the
chldd4	Famished Yelk	a	the			Famished Yelks		the
chldf1	Scrounging Yelk	a	the			Scrounging Yelks		the
chldf2	Volatile Yelk	a	the			Volatile Yelks		the
chldf3	Starving Yelk	a	the			Starving Yelks		the
chlfa1	Fledgling Yelk	the	the			Fledgling Yelks		the
chlfa2	Weeny Yelk	the	the			Weeny Yelks		the
chlfa3	Little Yelk	the	the			Little Yelks		the
chlfa4	Puny Yelk	the	the			Puny Yelks		the
chlfe1	Vigorous Yelk	the	the			Vigorous Yelks		the
chlfe2	Grown Yelk	the	the			Grown Yelks		the
chlfe3	Robust Yelk	the	the			Robust Yelks		the
chlfe4	Mature Yelk	the	the			Mature Yelks		the
chlff1	Mature Yelk	the	the			Mature Yelks		the
chlff2	Weather Worn Yelk	the	the			Weather Worn Yelks		the
chlff3	Great Yelk	the	the			Great Yelks		the
chlff4	Great Yelk	the	the			Great Yelks		the
chlff5	Sadichi	the	the			Sadichis		the
chlga1	Pure Yelk	a	the			Pure Yelks		the
chlga2	Unpolluted Yelk	an	the			Unpolluted Yelks		the
chlga3	Corrupt Yelk	a	the			Corrupt Yelks		the
chlga4	Contaminated Yelk	a	the			Contaminated Yelks		the
chlgb1	Contaminated Yelk	a	the			Contaminated Yelks		the
chlgb2	Infected Yelk	an	the			Infected Yelks		the
chlgb3	Tainted Yelk	a	the			Tainted Yelks		the
chlgb4	Foul Yelk	a	the			Foul Yelks		the
chlgc1	Foul Yelk	a	the			Foul Yelks		the
chlgc2	Sullied Yelk	a	the			Sullied Yelks		the
chlgc3	Blighted Yelk	a	the			Blighted Yelks		the
chlgc4	Poisoned Yelk	a	the			Poisoned Yelks		the
chlgd1	Poisoned Yelk	a	the			Poisoned Yelks		the
chlgd2	Sickly Yelk	a	the			Sickly Yelks		the
chlgd3	Fusty Yelk	a	the			Fusty Yelks		the
chlgd4	Pestiferous Yelk	a	the			Pestiferous Yelks		the
chlge1	Pestiferous Yelk	a	the			Pestiferous Yelks		the
chlge2	Ravaged Yelk	a	the			Ravaged Yelks		the
chlge3	Repulsive Yelk	a	the			Repulsive Yelks		the
chlge4	Viscous Yelk	a	the			Viscous Yelks		the
chlgf1	Viscous Yelk	a	the			Viscous Yelks		the
chlgf2	Demented Yelk	a	the			Demented Yelks		the
chlgf3	Fiendish Yelk	a	the			Fiendish Yelks		the
chlld1	Yelk							
chlld2	Yelk							
chlld3	Yelk							
chlld4	Yelk							
chlpa1	Murky Yelk	a	the			Murky Yelks		the
chlpa2	Nocturnal Yelk	a	the			Nocturnal Yelks		the
chlpa3	Sullen Yelk	a	the			Sullen Yelks		the
chlpa4	Lugubrious Yelk	a	the			Lugubrious Yelks		the
chlpb1	Lugubrious Yelk	a	the			Lugubrious Yelks		the
chlpb2	Dreadful Yelk	a	the			Dreadful Yelks		the
chlpb3	Doleful Yelk	a	the			Doleful Yelks		the
chlpb4	Morbid Yelk	a	the			Morbid Yelks		the
chlpc1	Morbid Yelk	a	the			Morbid Yelks		the
chlpc2	Leering Yelk	a	the			Leering Yelks		the
chlpc3	Prime Root Yelk	a	the			Prime Root Yelks		the
chlpc4	Grunting Yelk	a	the			Grunting Yelks		the
chlpd1	Grunting Yelk	a	the			Grunting Yelks		the
chlpd2	Howling Yelk	a	the			Howling Yelks		the
chlpd3	Malignant Yelk	a	the			Malignant Yelks		the
chlpd4	Clammy Yelk	a	the			Clammy Yelks		the
chlpe1	Clammy Yelk	a	the			Clammy Yelks		the
chlpe2	Wicked Yelk	a	the			Wicked Yelks		the
chlpe3	Dark-eyed Yelk	a	the			Dark-eyed Yelks		the
chlpe4	Bloodthirsty Yelk	a	the			Bloodthirsty Yelks		the
chlpf1	Bloodthirsty Yelk	a	the			Bloodthirsty Yelks		the
chlpf2	Horrifying Yelk	a	the			Horrifying Yelks		the
chlpf3	Fiendish Yelk	a	the			Fiendish Yelks		the
chmdd1	Capriny							
chmdd2	Capriny							
chmdd3	Capriny							
chmdd4	Capriny							
chmfc1	Capriny							
chmfc2	Capriny							
chmfc3	Capriny							
chmfc4	Capriny							
chnfd1	Kakty							
chnfd2	Kakty							
chnfd3	Kakty							
chnfd4	Kakty							
chnjc1	Kakty							
chnjc2	Kakty							
chnjc3	Kakty							
chnjc4	Kakty							
chofc1	Dag							
chofc2	Dag							
chofc3	Dag							
chofc4	Dag							
chogb1	Dag							
chogb2	Dag							
chogb3	Dag							
chogb4	Dag							
chogc1	Dag							
chogc2	Dag							
chogc3	Dag							
chogc4	Dag							
chogd1	Dag							
chogd2	Dag							
chogd3	Dag							
chogd4	Dag							
choge1	Dag							
choge2	Dag							
choge3	Dag							
choge4	Dag							
chogf1	Dag							
chogf2	Dag							
chogf3	Dag							
chogf4	Dag							
chpdc1	Capriny							
chpdc2	Capriny							
chpdc3	Capriny							
chpdc4	Capriny							
chpfd1	Capriny							
chpfd2	Capriny							
chpfd3	Capriny							
chpfd4	Capriny							
chqfe1	Mektoub							
chqfe2	Mektoub							
chqfe3	Mektoub							
chqfe4	Mektoub							
chqlc1	Mektoub							
chqlc2	Mektoub							
chqlc3	Mektoub							
chqlc4	Mektoub							
chrfe1	Kakty							
chrfe2	Kakty							
chrfe3	Kakty							
chrfe4	Kakty							
chrlf1	Kakty							
chrlf2	Kakty							
chrlf3	Kakty							
chrlf4	Kakty							
chsdf1	Ryzerb							
chsdf2	Ryzerb							
chsdf3	Ryzerb							
chsdf4	Ryzerb							
chsle1	Ryzerb							
chsle2	Ryzerb							
chsle3	Ryzerb							
chsle4	Ryzerb							
chtde1	Arma							
chtde2	Arma							
chtde3	Arma							
chtde4	Arma							
chtjf1	Arma							
chtjf2	Arma							
chtjf3	Arma							
chtjf4	Arma							
chuje1	Kakty							
chuje2	Kakty							
chuje3	Kakty							
chuje4	Kakty							
chulf1	Kakty							
chulf2	Kakty							
chulf3	Kakty							
chulf4	Kakty							
chvff1	Arma							
chvff2	Arma							
chvff3	Arma							
chvff4	Arma							
chvje1	Arma							
chvje2	Arma							
chvje3	Arma							
chvje4	Arma							
chwde1	Ryzerb							
chwde2	Ryzerb							
chwde3	Ryzerb							
chwde4	Ryzerb							
chwff1	Ryzerb							
chwff2	Ryzerb							
chwff3	Ryzerb							
chwff4	Ryzerb							
chxjf1	Mektoub							
chxjf2	Mektoub							
chxjf3	Mektoub							
chxjf4	Mektoub							
chxpe1	Mektoub							
chxpe2	Mektoub							
chxpe3	Mektoub							
chxpe4	Mektoub							
ckada1	Kidinak Worker	a	the			Kidinak Workers		the
ckada2	Puny Kidinak	a	the			Puny Kidinaks		the
ckada3	Little Kidinak	a	the			Little Kidinaks		the
ckada4	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckadb1	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckadb2	Placid Kidinak	a	the			Placid Kidinaks		the
ckadb3	Kidinak Scout	a	the			Kidinak Scouts		the
ckadb4	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckadc1	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckadc2	Strong Kidinak	a	the			Strong Kidinaks		the
ckadc3	Kidinak Weevil	a	the			Kidinak Weevils		the
ckadc4	Kidinak Migrator	a	the			Kidinak Migrators		the
ckadd1	Kidinak Migrator	a	the			Kidinak Migrators		the
ckadd2	Palmer Kidinak	a	the			Palmer Kidinaks		the
ckadd3	Kidinak Prowler	a	the			Kidinak Prowlers		the
ckadd4	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckade1	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckade2	Nettled Kidinak	a	the			Nettled Kidinaks		the
ckade3	Incensed Kidinak	an	the			Incensed Kidinaks		the
ckade4	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckadf1	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckadf2	Kidinak Hunter	a	the			Kidinak Hunters		the
ckadf3	Kidinak Queen	a	the			Kidinak Queens		the
ckafe1	Kidinak							
ckafe2	Kidinak							
ckafe3	Kidinak							
ckafe4	Kidinak							
ckaff1	Kidinak							
ckaff2	Kidinak							
ckaff3	Kidinak							
ckaff4	Kidinak							
ckaga1	Kidinak Worker	a	the			Kidinak Workers		the
ckaga2	Puny Kidinak	a	the			Puny Kidinaks		the
ckaga3	Little Kidinak	a	the			Little Kidinaks		the
ckaga4	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckagb1	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckagb2	Placid Kidinak	a	the			Placid Kidinaks		the
ckagb3	Kidinak Scout	a	the			Kidinak Scouts		the
ckagb4	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckagc1	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckagc2	Strong Kidinak	a	the			Strong Kidinaks		the
ckagc3	Kidinak Weevil	a	the			Kidinak Weevils		the
ckagc4	Kidinak Migrator	a	the			Kidinak Migrators		the
ckagd1	Kidinak Migrator	a	the			Kidinak Migrators		the
ckagd2	Palmer Kidinak	a	the			Palmer Kidinaks		the
ckagd3	Kidinak Prowler	a	the			Kidinak Prowlers		the
ckagd4	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckage1	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckage2	Nettled Kidinak	a	the			Nettled Kidinaks		the
ckage3	Incensed Kidinak	an	the			Incensed Kidinaks		the
ckage4	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckagf1	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckagf2	Kidinak Hunter	a	the			Kidinak Hunters		the
ckagf3	Kidinak Queen	a	the			Kidinak Queens		the
ckaje1	Kidinak							
ckaje2	Kidinak							
ckaje3	Kidinak							
ckaje4	Kidinak							
ckajf1	Kidinak							
ckajf2	Kidinak							
ckajf3	Kidinak							
ckajf4	Kidinak							
ckale1	Kidinak							
ckale2	Kidinak							
ckale3	Kidinak							
ckale4	Kidinak							
ckalf1	Kidinak							
ckalf2	Kidinak							
ckalf3	Kidinak							
ckalf4	Kidinak							
ckapa1	Kidinak Worker	a	the			Kidinak Workers		the
ckapa2	Puny Kidinak	a	the			Puny Kidinaks		the
ckapa3	Little Kidinak	a	the			Little Kidinaks		the
ckapa4	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckapb1	Feeble Kidinak	a	the			Feeble Kidinaks		the
ckapb2	Placid Kidinak	a	the			Placid Kidinaks		the
ckapb3	Kidinak Scout	a	the			Kidinak Scouts		the
ckapb4	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckapc1	Moderate Kidinak	a	the			Moderate Kidinaks		the
ckapc2	Strong Kidinak	a	the			Strong Kidinaks		the
ckapc3	Kidinak Weevil	a	the			Kidinak Weevils		the
ckapc4	Kidinak Migrator	a	the			Kidinak Migrators		the
ckapd1	Kidinak Migrator	a	the			Kidinak Migrators		the
ckapd2	Palmer Kidinak	a	the			Palmer Kidinaks		the
ckapd3	Kidinak Prowler	a	the			Kidinak Prowlers		the
ckapd4	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckape1	Thorny Kidinak	a	the			Thorny Kidinaks		the
ckape2	Nettled Kidinak	a	the			Nettled Kidinaks		the
ckape3	Incensed Kidinak	an	the			Incensed Kidinaks		the
ckape4	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckapf1	Lacerating Kidinak	a	the			Lacerating Kidinaks		the
ckapf2	Kidinak Hunter	a	the			Kidinak Hunters		the
ckapf3	Kidinak Queen	a	the			Kidinak Queens		the
ckbda1	Kinrey Worker	a	the			Kinrey Workers		the
ckbda2	Puny Kinrey	a	the			Puny Kinreys		the
ckbda3	Little Kinrey	a	the			Little Kinreys		the
ckbda4	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbdb1	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbdb2	Placid Kinrey	a	the			Placid Kinreys		the
ckbdb3	Kinrey Scout	a	the			Kinrey Scouts		the
ckbdb4	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbdc1	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbdc2	Strong Kinrey	a	the			Strong Kinreys		the
ckbdc3	Kinrey Weevil	a	the			Kinrey Weevils		the
ckbdc4	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbdd1	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbdd2	Palmer Kinrey	a	the			Palmer Kinreys		the
ckbdd3	Kinrey Prowler	a	the			Kinrey Prowlers		the
ckbdd4	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbde1	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbde2	Nettled Kinrey	a	the			Nettled Kinreys		the
ckbde3	Incensed Kinrey	an	the			Incensed Kinreys		the
ckbde4	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbdf1	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbdf2	Kinrey Hunter	a	the			Kinrey Hunters		the
ckbdf3	Kinrey Queen	a	the			Kinrey Queens		the
ckbfa1	Kinrey Worker	a	the			Kinrey Workers		the
ckbfa2	Puny Kinrey	a	the			Puny Kinreys		the
ckbfa3	Little Kinrey	a	the			Little Kinreys		the
ckbfa4	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbfb1	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbfb2	Placid Kinrey	a	the			Placid Kinreys		the
ckbfb3	Kinrey Scout	a	the			Kinrey Scouts		the
ckbfb4	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbfc1	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbfc2	Strong Kinrey	a	the			Strong Kinreys		the
ckbfc3	Kinrey Weevil	a	the			Kinrey Weevils		the
ckbfc4	Hunting Gingo	a	the			Hunting Gingos		the
ckbfd1	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbfd2	Palmer Kinrey	a	the			Palmer Kinreys		the
ckbfd3	Kinrey Prowler	a	the			Kinrey Prowlers		the
ckbfd4	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbfe1	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbfe2	Nettled Kinrey	a	the			Nettled Kinreys		the
ckbfe3	Incensed Kinrey	an	the			Incensed Kinreys		the
ckbfe4	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbff1	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbff2	Kinrey Hunter	a	the			Kinrey Hunters		the
ckbff3	Kinrey Queen	a	the			Kinrey Queens		the
ckbga1	Kinrey Worker	a	the			Kinrey Workers		the
ckbga2	Puny Kinrey	a	the			Puny Kinreys		the
ckbga3	Little Kinrey	a	the			Little Kinreys		the
ckbga4	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbgb1	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbgb2	Placid Kinrey	a	the			Placid Kinreys		the
ckbgb3	Kinrey Scout	a	the			Kinrey Scouts		the
ckbgb4	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbgc1	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbgc2	Strong Kinrey	a	the			Strong Kinreys		the
ckbgc3	Kinrey Weevil	a	the			Kinrey Weevils		the
ckbgc4	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbgd1	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbgd2	Palmer Kinrey	a	the			Palmer Kinreys		the
ckbgd3	Kinrey Prowler	a	the			Kinrey Prowlers		the
ckbgd4	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbge1	Thorny Kinrey	a	the			Thorny Kinreys		the
ckbge2	Nettled Kinrey	a	the			Nettled Kinreys		the
ckbge3	Incensed Kinrey	an	the			Incensed Kinreys		the
ckbge4	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbgf1	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckbgf2	Kinrey Hunter	a	the			Kinrey Hunters		the
ckbgf3	Kinrey Queen	a	the			Kinrey Queens		the
ckbje1	Kinrey							
ckbje2	Kinrey							
ckbje3	Kinrey							
ckbje4	Kinrey							
ckbjf1	Kinrey							
ckbjf2	Kinrey							
ckbjf3	Kinrey							
ckbjf4	Kinrey							
ckbla1	Kinrey Worker	a	the			Kinrey Workers		the
ckbla2	Puny Kinrey	a	the			Puny Kinreys		the
ckbla3	Little Kinrey	a	the			Little Kinreys		the
ckbla4	Feeble Kinrey	a	the			Feeble Kinreys		the
ckblb1	Feeble Kinrey	a	the			Feeble Kinreys		the
ckblb2	Placid Kinrey	a	the			Placid Kinreys		the
ckblb3	Kinrey Scout	a	the			Kinrey Scouts		the
ckblb4	Moderate Kinrey	a	the			Moderate Kinreys		the
ckblc1	Moderate Kinrey	a	the			Moderate Kinreys		the
ckblc2	Strong Kinrey	a	the			Strong Kinreys		the
ckblc3	Kinrey Weevil	a	the			Kinrey Weevils		the
ckblc4	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbld1	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbld2	Palmer Kinrey	a	the			Palmer Kinreys		the
ckbld3	Kinrey Prowler	a	the			Kinrey Prowlers		the
ckbld4	Thorny Kinrey	a	the			Thorny Kinreys		the
ckble1	Thorny Kinrey	a	the			Thorny Kinreys		the
ckble2	Nettled Kinrey	a	the			Nettled Kinreys		the
ckble3	Incensed Kinrey	an	the			Incensed Kinreys		the
ckble4	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckblf1	Lacerating Kinrey	a	the			Lacerating Kinreys		the
ckblf2	Kinrey Hunter	a	the			Kinrey Hunters		the
ckblf3	Kinrey Queen	a	the			Kinrey Queens		the
ckbpa1	Kinrey Worker	a	the			Kinrey Workers		the
ckbpa2	Puny Kinrey	a	the			Puny Kinreys		the
ckbpa3	Little Kinrey	a	the			Little Kinreys		the
ckbpa4	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbpb1	Feeble Kinrey	a	the			Feeble Kinreys		the
ckbpb2	Placid Kinrey	a	the			Placid Kinreys		the
ckbpb3	Kinrey Scout	a	the			Kinrey Scouts		the
ckbpb4	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbpc1	Moderate Kinrey	a	the			Moderate Kinreys		the
ckbpc2	Strong Kinrey	a	the			Strong Kinreys		the
ckbpc3	Kinrey Weevil	a	the			Kinrey Weevils		the
ckbpc4	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbpd1	Kinrey Migrator	a	the			Kinrey Migrators		the
ckbpd2	Palmer Kinrey	a	the			Palmer Kinreys		the
ckbpd3	Kinrey Prowler	a	the			Kinrey Prowlers		the
ckbpd4	Thorny Kinrey	a	the			Thorny Kinreys		the
