item ID	name	ia	da	p	pia	pda	description								
m0001dxaje01	Bundle of Excellent Jungle Abhaya Wood	a	the	Bundles of Excellent Jungle Abhaya Wood		the									
m0001dxajf01	Bundle of Supreme Jungle Abhaya Wood	a	the	Bundles of Supreme Jungle Abhaya Wood		the									
m0001dxald01	Bundle of Choice Lake Abhaya Wood	a	the	Bundles of Choice Lake Abhaya Wood		the									
m0001dxale01	Bundle of Excellent Lake Abhaya Wood	a	the	Bundles of Excellent Lake Abhaya Wood		the									
m0001dxalf01	Bundle of Supreme Lake Abhaya Wood	a	the	Bundles of Supreme Lake Abhaya Wood		the									
m0001dxapd01	Bundle of Choice Prime Root Abhaya Wood	a	the	Bundles of Choice Prime Root Abhaya Wood		the									
m0001dxape01	Bundle of Excellent Prime Root Abhaya Wood	a	the	Bundles of Excellent Prime Root Abhaya Wood		the									
m0001dxapf01	Bundle of Supreme Prime Root Abhaya Wood	a	the	Bundles of Supreme Prime Root Abhaya Wood		the									
m0006dxacb01	Basic Anete Fiber	some	the	Basic Anete Fibers		the									
m0006dxacc01	Fine Anete Fiber	some	the	Fine Anete Fibers		the									
m0006dxadd01	Choice Desert Anete Fiber	some	the	Choice Desert Anete Fibers		the									
m0006dxade01	Excellent Desert Anete Fiber	some	the	Excellent Desert Anete Fibers		the									
m0006dxadf01	Supreme Desert Anete Fiber	some	the	Supreme Desert Anete Fibers		the									
m0006dxafd01	Choice Forest Anete Fiber	some	the	Choice Forest Anete Fibers		the									
m0006dxafe01	Excellent Forest Anete Fiber	some	the	Excellent Forest Anete Fibers		the									
m0006dxaff01	Supreme Forest Anete Fiber	some	the	Supreme Forest Anete Fibers		the									
m0006dxajd01	Choice Jungle Anete Fiber	some	the	Choice Jungle Anete Fibers		the									
m0006dxaje01	Excellent Jungle Anete Fiber	some	the	Excellent Jungle Anete Fibers		the									
m0006dxajf01	Supreme Jungle Anete Fiber	some	the	Supreme Jungle Anete Fibers		the									
m0006dxald01	Choice Lake Anete Fiber	some	the	Choice Lake Anete Fibers		the									
m0006dxale01	Excellent Lake Anete Fiber	some	the	Excellent Lake Anete Fibers		the									
m0006dxalf01	Supreme Lake Anete Fiber	some	the	Supreme Lake Anete Fibers		the									
m0006dxapd01	Choice Prime Root Anete Fiber	some	the	Choice Prime Root Anete Fibers		the									
m0006dxape01	Excellent Prime Root Anete Fiber	some	the	Excellent Prime Root Anete Fibers		the									
m0006dxapf01	Supreme Prime Root Anete Fiber	some	the	Supreme Prime Root Anete Fibers		the									
m0009chaca01	Fragment of Basic Arma Spine	a	the	Fragments of Basic Arma Spine		the									
m0009chacb01	Fragment of Fine Arma Spine	a	the	Fragments of Fine Arma Spine		the									
m0009chafd01	Fragment of Excellent Forest Arma Spine	a	the	Fragments of Excellent Forest Arma Spine		the									
m0009chajc01	Fragment of Choice Jungle Arma Spine	a	the	Fragments of Choice Jungle Arma Spine		the									
m0009chajd01	Fragment of Excellent Jungle Arma Spine	a	the	Fragments of Excellent Jungle Arma Spine		the									
m0009chald01	Fragment of Excellent Lake Arma Spine	a	the	Fragments of Excellent Lake Arma Spine		the									
m0009chale01	Fragment of Supreme Lake Arma Spine	a	the	Fragments of Supreme Lake Arma Spine		the									
m0009chapc01	Fragment of Choice Prime Root Arma Spine	a	the	Fragments of Choice Prime Root Arma Spine		the									
m0009chapd01	Fragment of Excellent Prime Root Arma Spine	a	the	Fragments of Excellent Prime Root Arma Spine		the									
m0009chape01	Fragment of Supreme Prime Root Arma Spine	a	the	Fragments of Supreme Prime Root Arma Spine		the									
m0014dxacb01	Handful of Basic Beckers Bark	a	the	Handfuls of Basic Beckers Bark		the									
m0014dxacc01	Handful of Fine Beckers Bark	a	the	Handfuls of Fine Beckers Bark		the									
m0014dxadd01	Handful of Choice Desert Beckers Bark	a	the	Handfuls of Choice Desert Beckers Bark		the									
m0014dxade01	Handful of Excellent Desert Beckers Bark	a	the	Handfuls of Excellent Desert Beckers Bark		the									
m0014dxadf01	Handful of Supreme Desert Beckers Bark	a	the	Handfuls of Supreme Desert Beckers Bark		the									
m0014dxafd01	Handful of Choice Forest Beckers Bark	a	the	Handfuls of Choice Forest Beckers Bark		the									
m0014dxafe01	Handful of Excellent Forest Beckers Bark	a	the	Handfuls of Excellent Forest Beckers Bark		the									
m0014dxaff01	Handful of Supreme Forest Beckers Bark	a	the	Handfuls of Supreme Forest Beckers Bark		the									
m0014dxajd01	Handful of Choice Jungle Beckers Bark	a	the	Handfuls of Choice Jungle Beckers Bark		the									
m0014dxaje01	Handful of Excellent Jungle Beckers Bark	a	the	Handfuls of Excellent Jungle Beckers Bark		the									
m0014dxajf01	Handful of Supreme Jungle Beckers Bark	a	the	Handfuls of Supreme Jungle Beckers Bark		the									
m0014dxald01	Handful of Choice Lake Beckers Bark	a	the	Handfuls of Choice Lake Beckers Bark		the									
m0014dxale01	Handful of Excellent Lake Beckers Bark	a	the	Handfuls of Excellent Lake Beckers Bark		the									
m0014dxalf01	Handful of Supreme Lake Beckers Bark	a	the	Handfuls of Supreme Lake Beckers Bark		the									
m0014dxapd01	Handful of Choice Prime Root Beckers Bark	a	the	Handfuls of Choice Prime Root Beckers Bark		the									
m0014dxape01	Handful of Excellent Prime Root Beckers Bark	a	the	Handfuls of Excellent Prime Root Beckers Bark		the									
m0014dxapf01	Handful of Supreme Prime Root Beckers Bark	a	the	Handfuls of Supreme Prime Root Beckers Bark		the									
m0015dxacb01	Basic Beng Amber	some	the	Basic Beng Ambers		the									
m0015dxacc01	Fine Beng Amber	some	the	Fine Beng Ambers		the									
m0015dxadd01	Choice Desert Beng Amber	some	the	Choice Desert Beng Ambers		the									
m0015dxade01	Excellent Desert Beng Amber	some	the	Excellent Desert Beng Ambers		the									
m0015dxadf01	Supreme Desert Beng Amber	some	the	Supreme Desert Beng Ambers		the									
m0015dxafd01	Choice Forest Beng Amber	some	the	Choice Forest Beng Ambers		the									
m0015dxafe01	Excellent Forest Beng Amber	some	the	Excellent Forest Beng Ambers		the									
m0015dxaff01	Supreme Forest Beng Amber	some	the	Supreme Forest Beng Ambers		the									
m0015dxajd01	Choice Jungle Beng Amber	some	the	Choice Jungle Beng Ambers		the									
m0015dxaje01	Excellent Jungle Beng Amber	some	the	Excellent Jungle Beng Ambers		the									
m0015dxajf01	Supreme Jungle Beng Amber	some	the	Supreme Jungle Beng Ambers		the									
m0015dxald01	Choice Lake Beng Amber	some	the	Choice Lake Beng Ambers		the									
m0015dxale01	Excellent Lake Beng Amber	some	the	Excellent Lake Beng Ambers		the									
m0015dxalf01	Supreme Lake Beng Amber	some	the	Supreme Lake Beng Ambers		the									
m0015dxapd01	Choice Prime Root Beng Amber	some	the	Choice Prime Root Beng Ambers		the									
m0015dxape01	Excellent Prime Root Beng Amber	some	the	Excellent Prime Root Beng Ambers		the									
m0015dxapf01	Supreme Prime Root Beng Amber	some	the	Supreme Prime Root Beng Ambers		the									
m0016dxacb01	Fragment of Basic Big Shell	a	the	Fragments of Basic Big Shell		the									
m0016dxacc01	Fragment of Fine Big Shell	a	the	Fragments of Fine Big Shell		the									
m0016dxadd01	Fragment of Choice Desert Big Shell	a	the	Fragments of Choice Desert Big Shell		the									
m0016dxade01	Fragment of Excellent Desert Big Shell	a	the	Fragments of Excellent Desert Big Shell		the									
m0016dxadf01	Fragment of Supreme Desert Big Shell	a	the	Fragments of Supreme Desert Big Shell		the									
m0016dxafd01	Fragment of Choice Forest Big Shell	a	the	Fragments of Choice Forest Big Shell		the									
m0016dxafe01	Fragment of Excellent Forest Big Shell	a	the	Fragments of Excellent Forest Big Shell		the									
m0016dxaff01	Fragment of Supreme Forest Big Shell	a	the	Fragments of Supreme Forest Big Shell		the									
m0016dxajd01	Fragment of Choice Jungle Big Shell	a	the	Fragments of Choice Jungle Big Shell		the									
m0016dxaje01	Fragment of Excellent Jungle Big Shell	a	the	Fragments of Excellent Jungle Big Shell		the									
m0016dxajf01	Fragment of Supreme Jungle Big Shell	a	the	Fragments of Supreme Jungle Big Shell		the									
m0016dxald01	Fragment of Choice Lake Big Shell	a	the	Fragments of Choice Lake Big Shell		the									
m0016dxale01	Fragment of Excellent Lake Big Shell	a	the	Fragments of Excellent Lake Big Shell		the									
m0016dxalf01	Fragment of Supreme Lake Big Shell	a	the	Fragments of Supreme Lake Big Shell		the									
m0016dxapd01	Fragment of Choice Prime Root Big Shell	a	the	Fragments of Choice Prime Root Big Shell		the									
m0016dxape01	Fragment of Excellent Prime Root Big Shell	a	the	Fragments of Excellent Prime Root Big Shell		the									
m0016dxapf01	Fragment of Supreme Prime Root Big Shell	a	the	Fragments of Supreme Prime Root Big Shell		the									
m0018chbca01	Fragment of Basic Bodoc Horn	a	the	Fragments of Basic Bodoc Horn		the									
m0018chbcb01	Fragment of Fine Bodoc Horn	a	the	Fragments of Fine Bodoc Horn		the									
m0018chbfc01	Fragment of Choice Forest Bodoc Horn	a	the	Fragments of Choice Forest Bodoc Horn		the									
m0018chbfe01	Fragment of Supreme Forest Bodoc Horn	a	the	Fragments of Supreme Forest Bodoc Horn		the									
m0018chbld01	Fragment of Excellent Lake Bodoc Horn	a	the	Fragments of Excellent Lake Bodoc Horn		the									
m0018chbpd01	Fragment of Excellent Prime Root Bodoc Horn	a	the	Fragments of Excellent Prime Root Bodoc Horn		the									
m0019chbca01	Fragment of Basic Bodoc Skin	a	the	Fragments of Basic Bodoc Skin		the									
m0019chbcb01	Fragment of Fine Bodoc Skin	a	the	Fragments of Fine Bodoc Skin		the									
m0019chbfc01	Fragment of Choice Forest Bodoc Skin	a	the	Fragments of Choice Forest Bodoc Skin		the									
m0019chbfe01	Fragment of Supreme Forest Bodoc Skin	a	the	Fragments of Supreme Forest Bodoc Skin		the									
m0019chbld01	Fragment of Excellent Lake Bodoc Skin	a	the	Fragments of Excellent Lake Bodoc Skin		the									
m0019chbpd01	Fragment of Excellent Prime Root Bodoc Skin	a	the	Fragments of Excellent Prime Root Bodoc Skin		the									
m0020chbca01	Basic Bodoc Nail	a	the	Basic Bodoc Nails		the									
m0020chbcb01	Fine Bodoc Nail	a	the	Fine Bodoc Nails		the									
m0020chbfc01	Choice Forest Bodoc Nail	a	the	Choice Forest Bodoc Nails		the									
m0020chbfe01	Supreme Forest Bodoc Nail	a	the	Supreme Forest Bodoc Nails		the									
m0020chbld01	Excellent Lake Bodoc Nail	an	the	Excellent Lake Bodoc Nails		the									
m0020chbpd01	Excellent Prime Root Bodoc Nail	an	the	Excellent Prime Root Bodoc Nails		the									
m0021dxacb01	Basic Buo Fiber	some	the	Basic Buo Fibers		the									
m0021dxacc01	Fine Buo Fiber	some	the	Fine Buo Fibers		the									
m0021dxadd01	Choice Desert Buo Fiber	some	the	Choice Desert Buo Fibers		the									
m0021dxade01	Excellent Desert Buo Fiber	some	the	Excellent Desert Buo Fibers		the									
m0021dxadf01	Supreme Desert Buo Fiber	some	the	Supreme Desert Buo Fibers		the									
m0021dxafd01	Choice Forest Buo Fiber	some	the	Choice Forest Buo Fibers		the									
m0021dxafe01	Excellent Forest Buo Fiber	some	the	Excellent Forest Buo Fibers		the									
m0021dxaff01	Supreme Forest Buo Fiber	some	the	Supreme Forest Buo Fibers		the									
m0021dxajd01	Choice Jungle Buo Fiber	some	the	Choice Jungle Buo Fibers		the									
m0021dxaje01	Excellent Jungle Buo Fiber	some	the	Excellent Jungle Buo Fibers		the									
m0021dxajf01	Supreme Jungle Buo Fiber	some	the	Supreme Jungle Buo Fibers		the									
m0021dxald01	Choice Lake Buo Fiber	some	the	Choice Lake Buo Fibers		the									
m0021dxale01	Excellent Lake Buo Fiber	some	the	Excellent Lake Buo Fibers		the									
m0021dxalf01	Supreme Lake Buo Fiber	some	the	Supreme Lake Buo Fibers		the									
m0021dxapd01	Choice Prime Root Buo Fiber	some	the	Choice Prime Root Buo Fibers		the									
m0021dxape01	Excellent Prime Root Buo Fiber	some	the	Excellent Prime Root Buo Fibers		the									
m0021dxapf01	Supreme Prime Root Buo Fiber	some	the	Supreme Prime Root Buo Fibers		the									
m0023dxacb01	Basic Caprice Seed	a	the	Basic Caprice Seeds		the									
m0023dxacc01	Fine Caprice Seed	a	the	Fine Caprice Seeds		the									
m0023dxadd01	Choice Desert Caprice Seed	a	the	Choice Desert Caprice Seeds		the									
m0023dxade01	Excellent Desert Caprice Seed	an	the	Excellent Desert Caprice Seeds		the									
m0023dxadf01	Supreme Desert Caprice Seed	a	the	Supreme Desert Caprice Seeds		the									
m0023dxafd01	Choice Forest Caprice Seed	a	the	Choice Forest Caprice Seeds		the									
m0023dxafe01	Excellent Forest Caprice Seed	an	the	Excellent Forest Caprice Seeds		the									
m0023dxaff01	Supreme Forest Caprice Seed	a	the	Supreme Forest Caprice Seeds		the									
m0023dxajd01	Choice Jungle Caprice Seed	a	the	Choice Jungle Caprice Seeds		the									
m0023dxaje01	Excellent Jungle Caprice Seed	an	the	Excellent Jungle Caprice Seeds		the									
m0023dxajf01	Supreme Jungle Caprice Seed	a	the	Supreme Jungle Caprice Seeds		the									
m0023dxald01	Choice Lake Caprice Seed	a	the	Choice Lake Caprice Seeds		the									
m0023dxale01	Excellent Lake Caprice Seed	an	the	Excellent Lake Caprice Seeds		the									
m0023dxalf01	Supreme Lake Caprice Seed	a	the	Supreme Lake Caprice Seeds		the									
m0023dxapd01	Choice Prime Root Caprice Seed	a	the	Choice Prime Root Caprice Seeds		the									
m0023dxape01	Excellent Prime Root Caprice Seed	an	the	Excellent Prime Root Caprice Seeds		the									
m0023dxapf01	Supreme Prime Root Caprice Seed	a	the	Supreme Prime Root Caprice Seeds		the									
m0025chcca01	Fragment of Basic Capryni Hoof	a	the	Fragments of Basic Capryni Hoof		the									
m0025chccb01	Fragment of Fine Capryni Hoof	a	the	Fragments of Fine Capryni Hoof		the									
m0025chcde01	Fragment of Supreme Desert Capryni Hoof	a	the	Fragments of Supreme Desert Capryni Hoof		the									
m0025chcjd01	Fragment of Excellent Jungle Capryni Hoof	a	the	Fragments of Excellent Jungle Capryni Hoof		the									
m0025chcld01	Fragment of Excellent Lake Capryni Hoof	a	the	Fragments of Excellent Lake Capryni Hoof		the									
m0025chcle01	Fragment of Supreme Lake Capryni Hoof	a	the	Fragments of Supreme Lake Capryni Hoof		the									
m0031dxacb01	Fragment of Basic Cuty Shell	a	the	Fragments of Basic Cuty Shell		the									
m0031dxacc01	Fragment of Fine Cuty Shell	a	the	Fragments of Fine Cuty Shell		the									
m0031dxadd01	Fragment of Choice Desert Cuty Shell	a	the	Fragments of Choice Desert Cuty Shell		the									
m0031dxade01	Fragment of Excellent Desert Cuty Shell	a	the	Fragments of Excellent Desert Cuty Shell		the									
m0031dxadf01	Fragment of Supreme Desert Cuty Shell	a	the	Fragments of Supreme Desert Cuty Shell		the									
m0031dxafd01	Fragment of Choice Forest Cuty Shell	a	the	Fragments of Choice Forest Cuty Shell		the									
m0031dxafe01	Fragment of Excellent Forest Cuty Shell	a	the	Fragments of Excellent Forest Cuty Shell		the									
m0031dxaff01	Fragment of Supreme Forest Cuty Shell	a	the	Fragments of Supreme Forest Cuty Shell		the									
m0031dxajd01	Fragment of Choice Jungle Cuty Shell	a	the	Fragments of Choice Jungle Cuty Shell		the									
m0031dxaje01	Fragment of Excellent Jungle Cuty Shell	a	the	Fragments of Excellent Jungle Cuty Shell		the									
m0031dxajf01	Fragment of Supreme Jungle Cuty Shell	a	the	Fragments of Supreme Jungle Cuty Shell		the									
m0031dxald01	Fragment of Choice Lake Cuty Shell	a	the	Fragments of Choice Lake Cuty Shell		the									
m0031dxale01	Fragment of Excellent Lake Cuty Shell	a	the	Fragments of Excellent Lake Cuty Shell		the									
m0031dxalf01	Fragment of Supreme Lake Cuty Shell	a	the	Fragments of Supreme Lake Cuty Shell		the									
m0031dxapd01	Fragment of Choice Prime Root Cuty Shell	a	the	Fragments of Choice Prime Root Cuty Shell		the									
m0031dxape01	Fragment of Excellent Prime Root Cuty Shell	a	the	Fragments of Excellent Prime Root Cuty Shell		the									
m0031dxapf01	Fragment of Supreme Prime Root Cuty Shell	a	the	Fragments of Supreme Prime Root Cuty Shell		the									
m0037dxacb01	Basic Dzao Fiber	some	the	Basic Dzao Fibers		the									
m0037dxacc01	Fine Dzao Fiber	some	the	Fine Dzao Fibers		the									
m0037dxadd01	Choice Desert Dzao Fiber	some	the	Choice Desert Dzao Fibers		the									
m0037dxade01	Excellent Desert Dzao Fiber	some	the	Excellent Desert Dzao Fibers		the									
m0037dxadf01	Supreme Desert Dzao Fiber	some	the	Supreme Desert Dzao Fibers		the									
m0037dxafd01	Choice Forest Dzao Fiber	some	the	Choice Forest Dzao Fibers		the									
m0037dxafe01	Excellent Forest Dzao Fiber	some	the	Excellent Forest Dzao Fibers		the									
m0037dxaff01	Supreme Forest Dzao Fiber	some	the	Supreme Forest Dzao Fibers		the									
m0037dxajd01	Choice Jungle Dzao Fiber	some	the	Choice Jungle Dzao Fibers		the									
m0037dxaje01	Excellent Jungle Dzao Fiber	some	the	Excellent Jungle Dzao Fibers		the									
m0037dxajf01	Supreme Jungle Dzao Fiber	some	the	Supreme Jungle Dzao Fibers		the									
m0037dxald01	Choice Lake Dzao Fiber	some	the	Choice Lake Dzao Fibers		the									
